nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;codigo_emprestimo_numero
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;91;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;91;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;91;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;92;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;92;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;92;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;92;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;92;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;92;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;92;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;92;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;92;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;92;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;93;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;93;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;93;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;93;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;93;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;93;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;93;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;93;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;93;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;93;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;94;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;94;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;94;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;94;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;94;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;94;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;94;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;94;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;94;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;94;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;95;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;95;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;95;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;95;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;95;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;95;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;95;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;95;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;95;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;95;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;96;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;96;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;96;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;96;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;96;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;96;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;96;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;96;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;96;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;96;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;97;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;97;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;97;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;97;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;97;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;97;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;97;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;97;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;97;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;97;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;98;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;98;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;98;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;98;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;98;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;98;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;98;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;98;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;98;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;98;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;99;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;99;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;99;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;99;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;99;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;99;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;99;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;99;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;99;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;99;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;100;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;100;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;100;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;100;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;100;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;100;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;100;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;100;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;100;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;100;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;101;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;101;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;101;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;101;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;101;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;101;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;101;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;101;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;101;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;101;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;102;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;102;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;102;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;102;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;102;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;102;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;102;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;102;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;102;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;102;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;103;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;103;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;103;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;103;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;103;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;103;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;103;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;103;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;103;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;103;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;104;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;104;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;104;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;104;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;104;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;104;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;104;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;104;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;104;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;104;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;105;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;105;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;105;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;105;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;105;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;105;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;105;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;105;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;105;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;105;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;106;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;106;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;106;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;106;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;106;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;106;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;106;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;106;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;106;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;106;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;107;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;107;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;107;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;107;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;107;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;107;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;107;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;107;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;107;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;107;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;108;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;108;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;108;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;108;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;108;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;108;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;108;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;108;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;108;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;108;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;109;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;109;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;109;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;109;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;109;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;109;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;109;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;109;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;109;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;109;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;110;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;110;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;110;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;110;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;110;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;110;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;110;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;110;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;110;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;110;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;111;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;111;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;111;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;111;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;111;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;111;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;111;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;111;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;111;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;111;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;112;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;112;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;112;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;112;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;112;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;112;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;112;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;112;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;112;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;112;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;113;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;113;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;113;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;113;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;113;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;113;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;113;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;113;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;113;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;113;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;114;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;114;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;114;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;114;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;114;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;114;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;114;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;114;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;114;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;114;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;115;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;115;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;115;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;115;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;115;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;115;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;115;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;115;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;115;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;115;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;116;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;116;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;116;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;116;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;116;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;116;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;116;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;116;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;116;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;116;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;117;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;117;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;117;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;117;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;117;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;117;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;117;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;117;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;117;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;117;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;118;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;118;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;118;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;118;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;118;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;118;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;118;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;118;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;118;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;118;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;119;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;119;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;119;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;119;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;119;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;119;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;119;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;119;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;119;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;119;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;120;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;120;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;120;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;120;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;120;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;120;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;120;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;120;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;120;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;120;loan_127529;127529
OTICA NEW LOOK;15 meses;D1;35,28% a.a.;R$22.000;121;loan_127074;127074
SP RACING;12 meses;B6;21,70% a.a.;R$160.000;121;loan_128452;128452
ARTE&OBRA;24 meses;D3;41,91% a.a.;R$44.000;121;loan_124994;124994
TUDOMODA;24 meses;D1;35,28% a.a.;R$44.000;121;loan_126069;126069
ROMP SOLUCOES INDUSTRIAIS;24 meses;B3;18,72% a.a.;R$110.000;121;loan_128499;128499
Lady Morrigan Tattoo;24 meses;E2;61,59% a.a.;R$44.000;121;loan_128471;128471
ZURICH;10 meses;D2;37,99% a.a.;R$106.000;121;loan_128233;128233
SAFEWORKSST SOLUCOES;24 meses;C3;28,32% a.a.;R$72.000;121;loan_127851;127851
NOVA AUTO PECAS;24 meses;D3;41,91% a.a.;R$66.000;121;loan_127586;127586
TECNEFRO CARE;24 meses;D3;41,91% a.a.;R$88.000;121;loan_127529;127529
