nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;porcentagem
Confrapar Adm e Gestão de Recursos ;24 meses;A2;18,16% a.a.;R$162.000;174;loan_51870;100.0%
CONECT SHOP;10 meses;D3;46,44% a.a.;R$16.000;174;loan_51844;100.0%
Buywebcar;12 meses;D3;46,44% a.a.;R$52.000;174;loan_51063;100.0%
Kaizen Search;12 meses;B5;23,29% a.a.;R$20.000;174;loan_50502;100.0%
FLUIDTEC SISTEMAS DE AUTOMAÇAO;12 meses;B5;23,29% a.a.;R$158.000;174;loan_43214;100.0%
Torres e Ferraz;12 meses;D1;42,08% a.a.;R$22.000;174;loan_50582;100.0%
PRO - SPORT;9 meses;D2;43,91% a.a.;R$32.000;174;loan_49833;100.0%
Nova Food;9 meses;D3;46,44% a.a.;R$32.000;174;loan_49372;100.0%
Farmácia Regina;12 meses;D1;42,08% a.a.;R$32.000;175;loan_48874;100.0%
FRUTIVILLA FRUTAS ESPECIAIS;12 meses;C2;31,37% a.a.;R$54.000;175;loan_48531;100.0%
Panificadora Cinco Quinas;12 meses;D1;42,08% a.a.;R$38.000;175;loan_44515;100.0%
ABC SERVIÇOS;12 meses;C2;31,37% a.a.;R$54.000;175;loan_42567;100.0%
LOPES CAR;12 meses;C2;31,37% a.a.;R$160.000;175;loan_49265;46.3%
CARMONA CODONHO ASSESSORIA EMPRESARIAL;12 meses;C1;28,32% a.a.;R$52.000;175;loan_48781;100.0%
IF;12 meses;D1;42,08% a.a.;R$54.000;175;loan_48235;100.0%
AgroPety São Francisco;12 meses;D3;46,44% a.a.;R$16.000;175;loan_47848;100.0%
Afrika Tecnologia ;12 meses;C1;28,32% a.a.;R$52.000;175;loan_47349;100.0%
SAINT STUDIO;6 meses;D3;46,44% a.a.;R$22.000;175;loan_47301;100.0%
Cell Project - Infraestrutura para Telecom;12 meses;C2;31,37% a.a.;R$106.000;176;loan_46665;100.0%
MAPS Soluções Financeiras;12 meses;B2;21,27% a.a.;R$522.000;176;loan_46661;100.0%
Reversa Center Logística de Varejo;9 meses;D3;46,44% a.a.;R$32.000;176;loan_46516;100.0%
Foto Arena - Banco de fotos;18 meses;B1;20,70% a.a.;R$160.000;176;loan_46479;100.0%
Raboni Diesel Peças e Serviços Auto;6 meses;D3;46,44% a.a.;R$16.000;176;loan_46419;100.0%
Wartung Usinagem;12 meses;D2;43,91% a.a.;R$32.000;176;loan_36631;100.0%
O Primo Rico;2 meses;B6;24,02% a.a.;R$16.000;176;loan_48367;100.0%
PAPELARIA CASA DA XEROX;12 meses;D3;46,44% a.a.;R$16.000;176;loan_47291;100.0%
Creche Mundo Kids;18 meses;C3;35,28% a.a.;R$28.000;176;loan_46034;100.0%
BIOMERCADO BRASIL;12 meses;B3;21,99% a.a.;R$158.000;176;loan_45866;100.0%
Primera Auditoria e Consultoria;12 meses;B5;23,29% a.a.;R$26.000;177;loan_44488;100.0%
Closet.Me - Aluguel de Vestidos;12 meses;C2;31,37% a.a.;R$52.000;177;loan_43721;100.0%
Brasfrotas Locação de Veículos;24 meses;B3;21,99% a.a.;R$220.000;177;loan_40764;100.0%
Araujo & Araujo Corretora de Seguros;12 meses;D3;46,44% a.a.;R$32.000;177;loan_37254;100.0%
EbaaShop e-Commerce;6 meses;D3;46,44% a.a.;R$16.000;177;loan_43043;100.0%
Prime Bier;12 meses;C3;35,28% a.a.;R$26.000;177;loan_42997;100.0%
DEMETER ENGENHARIA;18 meses;B6;24,02% a.a.;R$108.000;177;loan_42615;100.0%
PISC - Acessórios de informática;6 meses;C1;28,32% a.a.;R$102.000;177;loan_41058;100.0%
AMAZONBIO;6 meses;B1;20,70% a.a.;R$512.000;177;loan_40779;100.0%
Metalúrgica Pressmatic;12 meses;C1;28,32% a.a.;R$158.000;177;loan_40753;100.0%
Wise Systems;12 meses;B6;24,02% a.a.;R$126.000;178;loan_44374;100.0%
Bacelli Contabilidade;12 meses;C3;35,28% a.a.;R$22.000;178;loan_43323;100.0%
Grupo WDG - Automação de Processos;12 meses;C1;28,32% a.a.;R$80.000;178;loan_43192;100.0%
GIL TRANSPORTES;12 meses;D1;42,08% a.a.;R$22.000;178;loan_41194;100.0%
Ingresso Rápido;12 meses;A3;19,14% a.a.;R$522.000;178;loan_43866;100.0%
SIGMA CLUBE;12 meses;D3;46,44% a.a.;R$26.000;178;loan_42818;100.0%
Marcenaria Maria Joaquina;12 meses;D1;42,08% a.a.;R$52.000;178;loan_42384;100.0%
LINE SHIP ENGENHARIA;6 meses;D3;46,44% a.a.;R$16.000;178;loan_41418;100.0%
Auto Real Multimarcas;12 meses;D3;46,44% a.a.;R$64.000;178;loan_39818;100.0%
PRONUTRI PREMIUM;24 meses;B5;23,29% a.a.;R$220.000;178;loan_34754;100.0%
Inovsat - Projetos de Telecomunicações Via Satélite;12 meses;C2;31,37% a.a.;R$158.000;179;loan_40182;100.0%
Bennite Calçados;12 meses;C1;28,32% a.a.;R$16.000;179;loan_42479;100.0%
Dular - Materiais de Construção;12 meses;D1;42,08% a.a.;R$32.000;179;loan_40412;100.0%
HD Rodas - Distribuidora de Rodas e Pneus;12 meses;C2;31,37% a.a.;R$106.000;179;loan_41779;100.0%
Auto Posto Santa Lúcia;15 meses;C2;31,37% a.a.;R$106.000;179;loan_40909;100.0%
SP ZOOM - Serviços em Multimídia;12 meses;D3;46,44% a.a.;R$16.000;179;loan_40712;100.0%
Plásticos São Pedro;12 meses;C1;28,32% a.a.;R$84.000;179;loan_38855;100.0%
Benex Grupo - Consultoria;15 meses;C2;31,37% a.a.;R$54.000;179;loan_40773;100.0%
Paulinho Alinhamentos Auto Centro;12 meses;D3;46,44% a.a.;R$28.000;179;loan_40319;100.0%
DEEP FREEZE;9 meses;C2;31,37% a.a.;R$20.000;179;loan_39727;100.0%
KS MATERIAIS DIDATICOS PARA ENSINO DE IDIOMAS;15 meses;D2;43,91% a.a.;R$20.000;180;loan_37252;100.0%
Reinventar Produções;12 meses;B4;22,56% a.a.;R$314.000;180;loan_36235;100.0%
MATCHBOX;9 meses;B4;22,56% a.a.;R$72.000;180;loan_38525;100.0%
CASA DO ROADIE;15 meses;C3;35,28% a.a.;R$30.000;180;loan_37711;100.0%
HL SERVICOS PREDIAIS;12 meses;D3;46,44% a.a.;R$30.000;180;loan_37671;100.0%
NOVISSA JOIAS;12 meses;C1;28,32% a.a.;R$52.000;180;loan_37999;100.0%
Inproc Tecnologia;15 meses;C1;28,32% a.a.;R$76.000;180;loan_37388;100.0%
Actionpay Brasil;5 meses;B4;22,56% a.a.;R$72.000;180;loan_37937;100.0%
Puro a Granel Alimentos;12 meses;D3;46,44% a.a.;R$26.000;180;loan_34378;100.0%
Spiltag Embalagens;9 meses;C1;28,32% a.a.;R$106.000;180;loan_30684;100.0%
BARISTO;10 meses;B4;22,56% a.a.;R$74.000;181;loan_20840;100.0%
VIVEIRO PORTO AMAZONAS;12 meses;C1;28,32% a.a.;R$54.000;181;loan_30140;100.0%
KFG - Bicos para Pulverização e Nebulização;24 meses;B5;23,29% a.a.;R$132.000;181;loan_35745;100.0%
Confrapar Adm e Gestão de Recursos ;24 meses;A2;18,16% a.a.;R$146.000;181;loan_34964;100.0%
Friend - Consultores e Projetos SAP;6 meses;B6;24,02% a.a.;R$52.000;181;loan_31103;100.0%
Pousada Chez Max - Morro de SP;15 meses;D1;42,08% a.a.;R$32.000;181;loan_34955;100.0%
Coexiste Cursos e Treinamentos;15 meses;B5;23,29% a.a.;R$64.000;181;loan_34426;100.0%
4CORP Arquitetura;12 meses;C1;28,32% a.a.;R$156.000;181;loan_33603;100.0%
EPI Shop Online;18 meses;D1;42,08% a.a.;R$26.000;181;loan_33592;100.0%
Pizzaria Veneza Fazenda;12 meses;D3;46,44% a.a.;R$26.000;181;loan_33588;100.0%
Ingresso Rápido;12 meses;A3;19,14% a.a.;R$480.000;182;loan_32882;100.0%
Clara Transportes;12 meses;C1;28,32% a.a.;R$106.000;182;loan_33996;100.0%
Absolut Technologies;24 meses;B1;20,70% a.a.;R$316.000;182;loan_33244;100.0%
Autenticco;24 meses;C2;31,37% a.a.;R$212.000;182;loan_30616;100.0%
Advice Agência;18 meses;C3;35,28% a.a.;R$54.000;182;loan_31011;100.0%
3MBROKERS;18 meses;B6;24,02% a.a.;R$76.000;182;loan_31922;100.0%
Colli Bicicletas;18 meses;B5;23,29% a.a.;R$492.000;182;loan_31813;100.0%
DIA Supermercado - Santa Cruz/MG;18 meses;C1;28,32% a.a.;R$310.000;182;loan_31040;100.0%
LAUDOMOVEL;24 meses;D2;43,91% a.a.;R$54.000;182;loan_30766;100.0%
MON PETIT BERCARIO E EDUCACAO INFANTIL;24 meses;B3;21,99% a.a.;R$376.000;182;loan_30152;100.0%
RP GROUP BRASIL;6 meses;C1;28,32% a.a.;R$84.000;183;loan_29941;100.0%
Beauty Faces;12 meses;D2;43,91% a.a.;R$28.000;183;loan_29448;100.0%
Nexxto Soluções;24 meses;B6;24,02% a.a.;R$124.000;183;loan_20873;100.0%
Brasfrotas Locação de Veículos;24 meses;B2;21,27% a.a.;R$318.000;183;loan_30201;100.0%
Ingresso Rápido;12 meses;A3;19,14% a.a.;R$522.000;183;loan_30122;100.0%
Tridan Componentes Elétricos;12 meses;D1;42,08% a.a.;R$26.000;183;loan_28987;100.0%
COWORKING TOWN;24 meses;D3;46,44% a.a.;R$28.000;183;loan_28346;100.0%
Hareburguer Ipanema;12 meses;B4;22,56% a.a.;R$26.000;183;loan_27519;100.0%
Ótica Veja;24 meses;D1;42,08% a.a.;R$44.000;183;loan_27343;100.0%
Le Restrô Bistrô;24 meses;D1;42,08% a.a.;R$56.000;183;loan_26317;100.0%
Profit+ Pesquisas de Mercado;12 meses;C3;35,28% a.a.;R$28.000;184;loan_26177;100.0%
Azevedo Tintas;24 meses;B2;21,27% a.a.;R$534.000;184;loan_22594;100.0%
CASA DO ROADIE;12 meses;D2;43,91% a.a.;R$26.000;184;loan_669;100.0%
Impacta Certificação & Treinamentos;24 meses;A3;19,14% a.a.;R$534.000;184;loan_26572;100.0%
VINDI INOVACAO E CONSULTORIA;24 meses;C3;35,28% a.a.;R$44.000;184;loan_25453;100.0%
INOVARE LABORATORIO DE PROTESE ODONTOLOGICA;18 meses;C3;35,28% a.a.;R$26.000;184;loan_24844;100.0%
CLINICA DE ESTETICA NEFERTITI;12 meses;C3;35,28% a.a.;R$54.000;184;loan_23296;100.0%
Editora Sanar;12 meses;B4;22,56% a.a.;R$360.000;184;loan_25756;100.0%
Trip Tecnologia;15 meses;C3;35,28% a.a.;R$64.000;184;loan_24656;100.0%
Maplink Logística e Geolocalização;12 meses;A3;19,14% a.a.;R$522.000;184;loan_15764;100.0%
Midia Office Software;24 meses;C1;30,15% a.a.;R$76.000;185;loan_24033;100.0%
El Toro Casa de Carnes;15 meses;D1;42,08% a.a.;R$26.000;185;loan_23863;100.0%
Ingresso Rápido;6 meses;A3;20,27% a.a.;R$508.000;185;loan_23434;100.0%
Metalúrgica Indianápolis;15 meses;B6;24,46% a.a.;R$86.000;185;loan_23403;100.0%
Educalibras - Linguagem de Sinais;18 meses;C1;30,15% a.a.;R$160.000;185;loan_19175;100.0%
Rental Tech Aluguel de Eletrônicos;24 meses;C3;35,91% a.a.;R$34.000;185;loan_23023;100.0%
Solaritima Energia Solar Fotovoltaica;12 meses;D1;42,08% a.a.;R$32.000;185;loan_9467;100.0%
M & M ODONTOLOGIA;24 meses;C3;35,91% a.a.;R$28.000;185;loan_22399;100.0%
Dasos Gestão Florestal;12 meses;B6;24,46% a.a.;R$54.000;185;loan_22506;100.0%
Codossal Química;18 meses;C1;30,15% a.a.;R$52.000;185;loan_21521;100.0%
Villa Roma Pizza Bistro;15 meses;B5;23,73% a.a.;R$84.000;186;loan_20601;100.0%
AEA Seguros;15 meses;C3;35,91% a.a.;R$26.000;186;loan_19864;100.0%
Area Sports;12 meses;C3;35,91% a.a.;R$32.000;186;loan_18551;100.0%
Primera Auditoria e Consultoria;12 meses;B6;24,46% a.a.;R$28.000;186;loan_18603;100.0%
Multitone - Sistemas de Comunicação Unificada;12 meses;B3;22,42% a.a.;R$116.000;186;loan_18229;100.0%
CPV Educacional;24 meses;B3;22,42% a.a.;R$318.000;186;loan_17794;100.0%
Aurum;24 meses;B3;22,42% a.a.;R$314.000;186;loan_16300;100.0%
Sacolão Estação das Frutas;24 meses;C3;35,91% a.a.;R$56.000;186;loan_15548;100.0%
Alfatest Eletrônicos SA;18 meses;C1;30,15% a.a.;R$106.000;186;loan_17703;100.0%
Fisk Parque São Lucas;24 meses;C3;35,91% a.a.;R$56.000;186;loan_17661;100.0%
I.Systems Automação Industrial;9 meses;A2;19,56% a.a.;R$206.000;187;loan_3406;100.0%
Leve Informatica;12 meses;C3;35,91% a.a.;R$26.000;187;loan_16086;100.0%
BRQ Alimentos;24 meses;B3;22,42% a.a.;R$318.000;187;loan_10044;100.0%
Verticore Consultoria;24 meses;B4;23,00% a.a.;R$154.000;187;loan_16392;100.0%
FÁBRICA DE APLICATIVOS;24 meses;B6;24,46% a.a.;R$166.000;187;loan_16148;100.0%
Ingresso Rápido;6 meses;A3;20,27% a.a.;R$512.000;187;loan_16299;100.0%
Espaço Serviços para Seguradoras;6 meses;B3;22,42% a.a.;R$42.000;187;loan_15419;100.0%
Clubeletro.com.br;6 meses;C1;30,15% a.a.;R$36.000;187;loan_14627;100.0%
Cervejaria St. Peters;12 meses;C1;30,15% a.a.;R$34.000;187;loan_13082;100.0%
INOVAR COBRANCA;24 meses;C3;35,91% a.a.;R$58.000;187;loan_12992;100.0%
Ingresso Rápido;6 meses;A3;20,27% a.a.;R$508.000;188;loan_7095;100.0%
Confrapar Adm e Gestão de Recursos ;24 meses;A2;19,56% a.a.;R$524.000;188;loan_14374;100.0%
Haight Clothing;24 meses;B6;24,46% a.a.;R$78.000;188;loan_13744;100.0%
GCT SOLUCOES EM SAUDE;24 meses;C3;35,91% a.a.;R$34.000;188;loan_12328;100.0%
Sertec Brasil - Tubos e Conexões;6 meses;B2;21,70% a.a.;R$132.000;188;loan_12975;100.0%
808 Comunicação e Design;24 meses;B6;24,46% a.a.;R$166.000;188;loan_12467;100.0%
E-Nutri Produtos Nutricionais;24 meses;C3;35,91% a.a.;R$28.000;188;loan_12362;100.0%
F1 Tecnologia;12 meses;C1;30,15% a.a.;R$54.000;188;loan_11752;100.0%
Pizzaria e Chopperia Estação Louveira;12 meses;B6;24,46% a.a.;R$32.000;188;loan_11134;100.0%
Quali Aditivos para Alimentos;18 meses;C3;35,91% a.a.;R$34.000;188;loan_9901;100.0%
Moncloa Tea Boutique_Iguatemi Campinas;24 meses;B4;23,00% a.a.;R$108.000;189;loan_12814;100.0%
Wise Systems;12 meses;C3;35,91% a.a.;R$110.000;189;loan_12306;100.0%
Mary Maria Chinelaria;24 meses;C3;35,91% a.a.;R$54.000;189;loan_11532;100.0%
Total IT Solutions;24 meses;B6;24,46% a.a.;R$164.000;189;loan_11978;100.0%
Vivenda do Camarão - Iguatemi Campinas;24 meses;B3;22,42% a.a.;R$212.000;189;loan_11804;100.0%
Paulienne Lingerie;24 meses;B1;21,13% a.a.;R$314.000;189;loan_11348;100.0%
Instituto da Pequena Empresa ;24 meses;C3;35,91% a.a.;R$28.000;189;loan_10701;100.0%
Costão do Santinho Resort;24 meses;A1;18,86% a.a.;R$552.000;189;loan_10620;100.0%
Gigalink Provedor de Internet;24 meses;B4;23,00% a.a.;R$328.000;189;loan_9833;100.0%
OZ Technology;24 meses;C3;35,91% a.a.;R$86.000;189;loan_9015;100.0%
Sigma Metais;24 meses;B3;22,42% a.a.;R$288.000;190;loan_5440;100.0%
Artegi Furniture;24 meses;C3;35,91% a.a.;R$56.000;190;loan_10061;100.0%
Acierno Marcenaria de Alto Padrão;18 meses;C2;32,92% a.a.;R$104.000;190;loan_10327;100.0%
VJK ENGENHARIA;12 meses;C3;35,91% a.a.;R$54.000;190;loan_9652;100.0%
Krüt Consultoria ;12 meses;C2;32,92% a.a.;R$106.000;190;loan_9802;100.0%
Radar Rent a Car;24 meses;B6;24,46% a.a.;R$110.000;190;loan_9617;100.0%
OPTIART SOLUTIONS;24 meses;B4;23,00% a.a.;R$132.000;190;loan_9561;100.0%
Inproc Tecnologia;9 meses;C3;35,91% a.a.;R$58.000;190;loan_9481;100.0%
Inbound Soul;24 meses;C3;35,91% a.a.;R$56.000;190;loan_9223;100.0%
Convoy Máquinas Transportadoras;12 meses;C3;35,91% a.a.;R$52.000;190;loan_8740;100.0%
IBSGAS INSTALACAO E MANUTENCAO;15 meses;C3;35,91% a.a.;R$108.000;191;loan_8579;100.0%
S-SYS - Consultoria e Desenvolvimento de Software;12 meses;C1;30,15% a.a.;R$80.000;191;loan_7067;100.0%
Prime Host Serviços de Internet;24 meses;B1;21,13% a.a.;R$56.000;191;loan_7641;100.0%
Ananke Tecnologia;24 meses;B3;22,42% a.a.;R$54.000;191;loan_7640;100.0%
Alimand Alimentação para Empresas;12 meses;B6;24,46% a.a.;R$156.000;191;loan_9197;100.0%
VoxAge Teleinformática;24 meses;B1;21,13% a.a.;R$406.000;191;loan_8762;100.0%
Inova Contabilidade;24 meses;C3;35,91% a.a.;R$28.000;191;loan_8422;100.0%
IXIA Serviços;12 meses;B4;23,00% a.a.;R$224.000;191;loan_7899;100.0%
Panorama Paisagismo;24 meses;C1;30,15% a.a.;R$44.000;191;loan_7221;100.0%
GVD Consultoria em Saneamento;24 meses;C2;32,92% a.a.;R$110.000;191;loan_6677;100.0%
Midia Office Software;24 meses;C1;30,15% a.a.;R$28.000;192;loan_6018;100.0%
Coexiste Cursos e Treinamentos;24 meses;C2;32,92% a.a.;R$120.000;192;loan_6012;100.0%
Cativo Distribuidora;24 meses;B2;21,70% a.a.;R$230.000;192;loan_7692;100.0%
ACQUACENTER MEGA STORE;24 meses;C3;35,91% a.a.;R$46.000;192;loan_7613;100.0%
Orakolo Inteligência em Tecnologia;12 meses;C2;32,92% a.a.;R$54.000;192;loan_7125;100.0%
Signativa eCommerce de Resultados;24 meses;C1;30,15% a.a.;R$56.000;192;loan_7071;100.0%
On Time Consulting;12 meses;C3;35,91% a.a.;R$54.000;192;loan_7191;100.0%
WIZARD DE ARAGUARI;24 meses;B3;22,42% a.a.;R$136.000;192;loan_7079;100.0%
Agencia Sonora;24 meses;B6;24,46% a.a.;R$142.000;192;loan_6794;100.0%
Vivenda do Camarão - Beiramar Shopping Florianópolis;24 meses;B3;22,42% a.a.;R$220.000;192;loan_6790;99.1%
VACCINI - CLINICA DE VACINACAO;18 meses;B4;23,00% a.a.;R$56.000;193;loan_5875;100.0%
Agris Pack Embalagens;24 meses;C1;30,15% a.a.;R$112.000;193;loan_5496;100.0%
Avaliativa Gestão de Informações Educacionais;18 meses;C1;30,15% a.a.;R$66.000;193;loan_6544;100.0%
XXVINTE coworking;24 meses;C2;32,92% a.a.;R$110.000;193;loan_6162;100.0%
Ilumne Cursos;18 meses;C2;32,92% a.a.;R$78.000;193;loan_5756;100.0%
Alimand Alimentação para Empresas;4 meses;B6;24,46% a.a.;R$110.000;193;loan_5996;100.0%
Brasfrotas Locação de Veículos;24 meses;B3;22,42% a.a.;R$218.000;193;loan_5772;100.0%
Ananke Tecnologia;24 meses;B3;22,42% a.a.;R$218.000;193;loan_5047;100.0%
Prime Host Serviços de Internet;24 meses;B1;21,13% a.a.;R$218.000;193;loan_4592;100.0%
Arena PME - Abertura Simples;24 meses;B1;21,13% a.a.;R$218.000;193;loan_5168;100.0%
Prime Secure Corretora de Seguros;24 meses;B4;23,00% a.a.;R$70.000;194;loan_5048;100.0%
Security Dynamics;2 meses;C2;32,92% a.a.;R$102.000;194;loan_5210;100.0%
POLYCOR;24 meses;B5;23,73% a.a.;R$88.000;194;loan_4953;100.0%
Light and Joy;24 meses;C1;30,15% a.a.;R$68.000;194;loan_3361;100.0%
Lumière Idiomas e Traduções;24 meses;C1;30,15% a.a.;R$54.000;194;loan_4981;100.0%
CCAPS Translation & Localization;18 meses;B6;24,46% a.a.;R$152.000;194;loan_4523;100.0%
EMBALE EMBALAGENS E PAPELARIA;24 meses;B6;24,46% a.a.;R$146.000;194;loan_4568;100.0%
Raro Propaganda & Marketing;24 meses;B5;23,73% a.a.;R$54.000;194;loan_4735;100.0%
Confrapar Adm e Gestão de Recursos ;12 meses;A2;19,56% a.a.;R$206.000;194;loan_4071;100.0%
Gadel ;24 meses;B3;22,42% a.a.;R$218.000;194;loan_2813;100.0%
MON PETIT BERCARIO E EDUCACAO INFANTIL;24 meses;B4;23,00% a.a.;R$150.000;195;loan_4495;100.0%
DIAS & PROENCA RESTAURANTES E EVENTOS;24 meses;B3;22,42% a.a.;R$220.000;195;loan_3253;100.0%
Ideal Forros e Divisórias;24 meses;C1;30,15% a.a.;R$82.000;195;loan_3284;100.0%
Master Piece Soluções em TI;24 meses;C3;35,91% a.a.;R$82.000;195;loan_3902;100.0%
Motel Gaivotas;18 meses;C3;35,91% a.a.;R$48.000;195;loan_2650;100.0%
SUM LAW;18 meses;B6;24,46% a.a.;R$110.000;195;loan_4130;100.0%
Tip Top Mega Store;24 meses;B2;21,70% a.a.;R$222.000;195;loan_3822;100.0%
Joy Eventos;24 meses;B5;23,73% a.a.;R$214.000;195;loan_3894;100.0%
Loctemp Alojamentos;18 meses;C2;32,92% a.a.;R$112.000;195;loan_2041;100.0%
Sertec Brasil - Tubos e Conexões;24 meses;B2;21,70% a.a.;R$166.000;195;loan_3502;100.0%
Alimand Alimentação para Empresas;2 meses;C1;25,49% a.a.;R$72.000;196;loan_3229;100.0%
Proinox Sistemas Sanitários;24 meses;C1;25,34% a.a.;R$124.000;196;loan_3066;100.0%
Maravilha dos Calçados Infantis;12 meses;C3;26,82% a.a.;R$42.000;196;loan_2457;100.0%
PERALLIS IT INNOVATION;18 meses;C1;25,34% a.a.;R$76.000;196;loan_2722;100.0%
RPA Auto Peças;12 meses;B2;21,70% a.a.;R$106.000;196;loan_1989;100.0%
Ressonare Tecnologias Ambientais e Automação;24 meses;B6;24,46% a.a.;R$180.000;196;loan_1635;100.0%
GARDANA JEANS;24 meses;B4;23,43% a.a.;R$160.000;196;loan_1418;100.0%
LAV CLEAN;24 meses;C3;26,82% a.a.;R$88.000;196;loan_584;100.0%
Café do Ponto - São Bernardo Plaza Shopping;12 meses;C3;26,82% a.a.;R$42.000;196;loan_1609;100.0%
Avaliativa Gestão de Informações Educacionais;9 meses;B4;23,43% a.a.;R$56.000;196;loan_1683;100.0%
POLO;18 meses;C2;26,08% a.a.;R$48.000;197;loan_1318;100.0%
BONNET BARRETOS;18 meses;B4;23,43% a.a.;R$116.000;197;loan_1359;100.0%
Usual Etiquetas;24 meses;B5;24,02% a.a.;R$154.000;197;loan_899;100.0%
RIG PRODUÇÕES;24 meses;B3;22,85% a.a.;R$84.000;197;loan_986;100.0%
CADS CONSULTORIA;24 meses;B3;22,85% a.a.;R$110.000;197;loan_870;100.0%
TALLER NEGÓCIOS DIGITAIS;24 meses;B5;24,02% a.a.;R$54.000;197;loan_716;100.0%
VoxAge Teleinformática;24 meses;B3;22,85% a.a.;R$84.000;197;loan_590;100.0%
Light and Joy;24 meses;B3;22,85% a.a.;R$60.000;197;loan_382;100.0%
Provento - Soluções para Congressos e Feiras;24 meses;B3;22,85% a.a.;R$74.000;197;loan_561;100.0%
Hotel do Ildo;12 meses;C2;26,08% a.a.;R$96.000;197;loan_507;100.0%
Tubolit Adesivos e Revestimentos;24 meses;B4;23,43% a.a.;R$124.000;198;loan_56;100.0%
lojabrazil.com.br;24 meses;B4;23,43% a.a.;R$122.000;198;loan_526;100.0%
ARENA FACTUS CONTABILIDADE EIRELI - ME;24 meses;B1;19,84% a.a.;R$98.000;198;loan_481;100.0%
Sertec Brasil - Tubos e Conexões;9 meses;B2;20,41% a.a.;R$72.000;198;loan_492;100.0%
Fit4 Fitness - Equipamentos de Ginástica;24 meses;B4;21,56% a.a.;R$142.000;198;loan_524;100.0%
ATIVA -;12 meses;C3;25,49% a.a.;R$84.000;198;loan_413;100.0%
Imagens Brasil;24 meses;B5;22,28% a.a.;R$110.000;198;loan_236;100.0%
MAKE IT SIMPLE;24 meses;B4;21,56% a.a.;R$164.000;198;loan_411;100.0%
Conteúdo Urbano;24 meses;B5;22,28% a.a.;R$86.000;198;loan_233;100.0%
MON PETIT BERCARIO E EDUCACAO INFANTIL;24 meses;B3;20,98% a.a.;R$147.500;198;loan_79;100.0%
BBSI Informática;24 meses;B4;21,56% a.a.;R$55.000;199;loan_148;100.0%
PONTA ILUMINACAO;24 meses;A3;19,14% a.a.;R$149.000;199;loan_143;100.0%
