nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;porcentagem
GWR PARAFUSOS;24 meses;C2;26,82% a.a.;R$166.000;87;loan_86077;100.0%
Wine Soul Store;18 meses;C2;26,82% a.a.;R$22.000;87;loan_85276;100.0%
Trali;24 meses;B6;21,70% a.a.;R$220.000;87;loan_84734;100.0%
GIGA COMERCIAL;24 meses;C2;26,82% a.a.;R$56.000;87;loan_68212;100.0%
Luxfort do Brasil;24 meses;B5;20,70% a.a.;R$236.000;87;loan_55198;100.0%
KRATER;24 meses;A2;17,68% a.a.;R$108.000;87;loan_87932;100.0%
Instituto da Pequena Empresa ;24 meses;B6;25,22% a.a.;R$44.000;87;loan_87603;100.0%
Days Music Store;18 meses;D1;40,77% a.a.;R$54.000;88;loan_87203;100.0%
D.PLANAS TRANSPORTES LTDA;24 meses;C3;34,39% a.a.;R$34.000;88;loan_87191;100.0%
MASP VACUO COMERCIAL LTDA;12 meses;D3;47,36% a.a.;R$92.000;88;loan_87090;100.0%
RETA DISTRIBUIDORA;24 meses;E3;69,59% a.a.;R$18.000;88;loan_86496;100.0%
FRUTO.DIGITAL;24 meses;C3;34,39% a.a.;R$44.000;88;loan_86342;100.0%
Nexsegurança;24 meses;C3;34,39% a.a.;R$34.000;88;loan_86094;100.0%
Baccalini Hair ;12 meses;E1;65,73% a.a.;R$34.000;88;loan_85120;100.0%
BRQ Alimentos;24 meses;B3;21,66% a.a.;R$472.000;88;loan_76139;100.0%
Sevilha Contabilidade;24 meses;B6;25,22% a.a.;R$220.000;88;loan_87870;100.0%
Altimar Brinquedos;24 meses;B6;25,22% a.a.;R$222.000;88;loan_87815;100.0%
Múltiplo Contabilidade;24 meses;D1;40,77% a.a.;R$88.000;89;loan_87735;100.0%
3WAY SOLUTION;18 meses;B5;24,22% a.a.;R$54.000;89;loan_87605;100.0%
ERPLAN;12 meses;B4;23,24% a.a.;R$32.000;89;loan_87343;100.0%
DANNI'S FOODS ALIMENTOS LTDA;12 meses;C2;32,80% a.a.;R$106.000;89;loan_87108;100.0%
GABRIEL RIBEIRO DE OLIVEIRA VOTORANTIM;18 meses;D1;40,77% a.a.;R$28.000;89;loan_86857;100.0%
ARKGRAF ;24 meses;E3;69,59% a.a.;R$22.000;89;loan_86822;100.0%
Pura Comunicação;24 meses;C3;34,39% a.a.;R$22.000;89;loan_86718;100.0%
Cia dos Relogios;24 meses;B5;24,22% a.a.;R$110.000;89;loan_86113;100.0%
Mirago Marketing Digital;21 meses;C2;32,80% a.a.;R$36.000;89;loan_85584;100.0%
Vapnet Software;24 meses;B5;24,22% a.a.;R$36.000;89;loan_84262;100.0%
RIAN IMPORTADORA EXPORTADORA COMERCIO E REPRESENTAC;15 meses;E2;67,65% a.a.;R$16.000;90;loan_74396;100.0%
FOCUS PINTURAS;24 meses;B6;25,22% a.a.;R$28.000;90;loan_87065;100.0%
Retifer Comércio e Retífica de Fieiras Ltda;18 meses;D1;40,77% a.a.;R$22.000;90;loan_86598;100.0%
SEVEN INFORMATICA;12 meses;B6;25,22% a.a.;R$62.000;90;loan_86509;100.0%
STUDIO CIPOLATTI;12 meses;B6;25,22% a.a.;R$156.000;90;loan_86463;100.0%
A&E PickUps ;15 meses;E3;69,59% a.a.;R$22.000;90;loan_86396;100.0%
Coffeetown Salvador;24 meses;B6;25,22% a.a.;R$110.000;90;loan_86160;100.0%
Netuai Web;24 meses;C2;32,80% a.a.;R$32.000;90;loan_85950;100.0%
Espumantes do Sul;18 meses;E2;67,65% a.a.;R$16.000;90;loan_85830;100.0%
Bm brindes ;15 meses;E3;69,59% a.a.;R$22.000;90;loan_85169;100.0%
DENIS MARIO MOTOS;15 meses;E3;69,59% a.a.;R$22.000;91;loan_85101;100.0%
Dona Clara - Sandwiches e Beers;24 meses;C1;30,12% a.a.;R$28.000;91;loan_84566;100.0%
VFW RUGBY;18 meses;D1;40,77% a.a.;R$54.000;91;loan_84135;100.0%
Solvetronic;15 meses;D1;40,77% a.a.;R$44.000;91;loan_82970;100.0%
Salão Ateliê da Beleza;24 meses;D3;47,36% a.a.;R$34.000;91;loan_85782;100.0%
Solution ;24 meses;B6;25,22% a.a.;R$322.000;91;loan_85480;100.0%
Maxhydro Ltda;24 meses;D1;40,77% a.a.;R$38.000;91;loan_85300;100.0%
AVA BR ;18 meses;E1;65,73% a.a.;R$46.000;91;loan_85271;100.0%
Grupo Induspacking;24 meses;C2;32,80% a.a.;R$166.000;91;loan_84891;100.0%
Ideiaria Presentes e Brinquedos;15 meses;D3;47,36% a.a.;R$32.000;91;loan_84846;100.0%
Creche Mundo Kids;18 meses;C2;32,80% a.a.;R$28.000;92;loan_84055;100.0%
CREMOSINHO BOM D+ ;12 meses;E3;69,59% a.a.;R$42.000;92;loan_83569;100.0%
Floresta Café Gourmet;18 meses;D1;40,77% a.a.;R$38.000;92;loan_82364;100.0%
Artcober ;12 meses;E3;69,59% a.a.;R$22.000;92;loan_82004;100.0%
Cromofort Hidráulica;12 meses;D1;40,77% a.a.;R$160.000;92;loan_84605;100.0%
Kent;24 meses;D1;40,77% a.a.;R$28.000;92;loan_84464;100.0%
Toque Divino Acabamento;24 meses;C1;30,12% a.a.;R$110.000;92;loan_84401;100.0%
Parm Alimentos ;12 meses;C2;32,80% a.a.;R$26.000;92;loan_84065;100.0%
SKAPINOBS;15 meses;D2;43,54% a.a.;R$58.000;92;loan_83929;100.0%
MATCHBOX;12 meses;B1;19,86% a.a.;R$126.000;92;loan_83728;100.0%
TRIP CONSULTORIA IMOBILIARIA;12 meses;D3;47,36% a.a.;R$26.000;93;loan_83410;100.0%
Seatec Soluções Tecnológicas;12 meses;D2;43,54% a.a.;R$22.000;93;loan_82982;100.0%
Marcenaria Maria Joaquina;15 meses;D1;40,77% a.a.;R$54.000;93;loan_82662;100.0%
Vieira e vieira;15 meses;D1;40,77% a.a.;R$22.000;93;loan_82515;100.0%
PETHA;18 meses;B5;24,22% a.a.;R$160.000;93;loan_74621;100.0%
PET PARK RACOES;12 meses;D3;47,36% a.a.;R$22.000;93;loan_83934;100.0%
Artex Mesa & Banho;24 meses;B5;24,22% a.a.;R$110.000;93;loan_83928;100.0%
Loctemp Alojamentos;24 meses;B6;25,22% a.a.;R$142.000;93;loan_83898;100.0%
Hariken;24 meses;B4;23,24% a.a.;R$166.000;93;loan_83779;100.0%
binds.co;12 meses;B6;25,22% a.a.;R$54.000;93;loan_83732;100.0%
Automatize Engenharia;24 meses;C3;34,39% a.a.;R$56.000;94;loan_83619;100.0%
AMERICANA SAUDE;18 meses;C1;30,12% a.a.;R$54.000;94;loan_83514;100.0%
Gata Safira;18 meses;D2;43,54% a.a.;R$32.000;94;loan_83499;100.0%
MV Contabilidade;24 meses;B6;25,22% a.a.;R$110.000;94;loan_83425;100.0%
MERC SOLUCOES EMPRESARIAIS;12 meses;D1;40,77% a.a.;R$54.000;94;loan_83102;100.0%
Caminoto Representação;12 meses;D3;47,36% a.a.;R$22.000;94;loan_82987;100.0%
BMBraga Internet;24 meses;D1;40,77% a.a.;R$94.000;94;loan_82864;100.0%
Isto Clínica Ocupacional;9 meses;D2;43,54% a.a.;R$16.000;94;loan_82758;100.0%
Retifica Cabe Bloco;24 meses;C3;34,39% a.a.;R$44.000;94;loan_81838;100.0%
LEMOS USINAGEM;18 meses;D2;43,54% a.a.;R$32.000;94;loan_81836;100.0%
VPEVENTOS SOLUCOES PARA EVENTOS;15 meses;C3;34,39% a.a.;R$22.000;95;loan_80389;100.0%
SETSYSTEM;12 meses;D2;43,54% a.a.;R$32.000;95;loan_80137;100.0%
ZERO41LED;24 meses;C2;32,80% a.a.;R$36.000;95;loan_70249;100.0%
Pró Sistemas;24 meses;B6;25,22% a.a.;R$276.000;95;loan_83259;100.0%
IVIAN CAMPINAS;12 meses;D1;40,77% a.a.;R$22.000;95;loan_82931;100.0%
SERCON SERVIÇOS CONTÁBEIS;12 meses;C1;30,12% a.a.;R$32.000;95;loan_82645;100.0%
Distribuidora Vitalli;18 meses;C2;32,80% a.a.;R$44.000;95;loan_82527;100.0%
Afrika Tecnologia ;18 meses;B6;25,22% a.a.;R$76.000;95;loan_82473;100.0%
Academia Ponto Saude;18 meses;C2;32,80% a.a.;R$32.000;95;loan_82425;100.0%
MAZOCO FOODS;15 meses;D1;40,77% a.a.;R$32.000;95;loan_81888;100.0%
Lanche da Hora;24 meses;D1;40,77% a.a.;R$44.000;96;loan_81882;100.0%
Redbee;24 meses;B5;24,22% a.a.;R$44.000;96;loan_81767;100.0%
L&A2;12 meses;D3;47,36% a.a.;R$54.000;96;loan_81696;100.0%
FERRAGENS SANTA CRUZ;15 meses;D2;43,54% a.a.;R$26.000;96;loan_81593;100.0%
Dental Santé ;12 meses;B5;24,22% a.a.;R$60.000;96;loan_81486;100.0%
Relicário Bistro;24 meses;C2;32,80% a.a.;R$54.000;96;loan_80925;100.0%
MARGRANITOS;12 meses;D3;47,36% a.a.;R$52.000;96;loan_80377;100.0%
Inspek Serviços Técnicos;12 meses;B6;25,22% a.a.;R$52.000;96;loan_77230;100.0%
Codepro Engenharia;18 meses;C2;32,80% a.a.;R$54.000;96;loan_81520;100.0%
Verticore Consultoria;24 meses;B5;24,22% a.a.;R$220.000;96;loan_81359;100.0%
Delírios Lingerie;12 meses;D3;47,36% a.a.;R$32.000;97;loan_80999;100.0%
3MBROKERS;12 meses;B6;25,22% a.a.;R$84.000;97;loan_80824;100.0%
HABITART MOVEIS;12 meses;D2;43,54% a.a.;R$22.000;97;loan_80695;100.0%
Clínica Andrade e Fuziama Odontologia;24 meses;C3;34,39% a.a.;R$66.000;97;loan_80672;100.0%
SUPRIVILLE;12 meses;D1;40,77% a.a.;R$68.000;97;loan_80635;100.0%
R CIMA SERVICOS DE INFORMATICA LTDA;24 meses;D1;40,77% a.a.;R$22.000;97;loan_80600;100.0%
Pousada da Cyssa;15 meses;D3;47,36% a.a.;R$54.000;97;loan_80383;100.0%
IDUE;12 meses;D3;47,36% a.a.;R$22.000;97;loan_80267;100.0%
SEHER CELL;24 meses;B6;25,22% a.a.;R$110.000;97;loan_79561;100.0%
REGEL TECIDOS;12 meses;D1;40,77% a.a.;R$32.000;97;loan_78298;100.0%
SACONFF CONTABILIDADE, FISCAL E TRABALHISTA;24 meses;C3;34,39% a.a.;R$28.000;98;loan_75234;100.0%
auwe;12 meses;B6;25,22% a.a.;R$54.000;98;loan_75189;100.0%
Zinni Gabaritos;24 meses;C1;30,12% a.a.;R$132.000;98;loan_73120;100.0%
i10as;18 meses;D3;47,36% a.a.;R$34.000;98;loan_72946;100.0%
INTERNET EXPRESS;24 meses;C3;34,39% a.a.;R$30.000;98;loan_38816;100.0%
UNIAO PRESTADORA DE SERVICOS;24 meses;B6;25,22% a.a.;R$136.000;98;loan_80610;100.0%
Girafa;12 meses;B3;21,66% a.a.;R$158.000;98;loan_80168;100.0%
WHY Engenharia e Consultoria;12 meses;B6;25,22% a.a.;R$106.000;98;loan_79973;100.0%
Unistyllo Uniformes Profissionais;15 meses;C1;30,12% a.a.;R$16.000;98;loan_79897;100.0%
Gallus Distribuidora ;15 meses;D1;40,77% a.a.;R$96.000;98;loan_79778;100.0%
CHERE MARIEE;12 meses;D3;47,36% a.a.;R$32.000;99;loan_79585;100.0%
Multiservice Transportadora;24 meses;B6;25,22% a.a.;R$164.000;99;loan_78757;100.0%
JULIE DISTRIBUIDORA;12 meses;D3;47,36% a.a.;R$26.000;99;loan_78486;100.0%
LCL LASER;24 meses;C1;30,12% a.a.;R$34.000;99;loan_78295;100.0%
NIQUELACAO-CROMEACAO-ARTEFATOS DE COBRE E METAL;24 meses;C2;32,80% a.a.;R$66.000;99;loan_77775;100.0%
ANOMAB;24 meses;C1;30,12% a.a.;R$110.000;99;loan_74987;100.0%
sysfer;18 meses;D1;40,77% a.a.;R$86.000;99;loan_72842;100.0%
SF TRANSPORTES;12 meses;D1;40,77% a.a.;R$106.000;99;loan_69786;100.0%
VALERIO MOTOPECAS;12 meses;D3;47,36% a.a.;R$16.000;99;loan_62386;100.0%
Hosher ;24 meses;C1;30,12% a.a.;R$66.000;99;loan_55015;100.0%
PRIMA QUIMICA;24 meses;B6;25,22% a.a.;R$82.000;100;loan_51335;100.0%
Sobrancelhas Design ;24 meses;C2;32,80% a.a.;R$54.000;100;loan_79563;100.0%
DELI BOX;15 meses;C3;34,39% a.a.;R$22.000;100;loan_79166;100.0%
Negócio Tá Feito - E-commerce;12 meses;D1;40,77% a.a.;R$26.000;100;loan_78795;100.0%
FN Imóveis ;18 meses;D3;47,36% a.a.;R$44.000;100;loan_78767;100.0%
UW Informática;12 meses;C2;32,80% a.a.;R$74.000;100;loan_78641;100.0%
L. M. BOM SABOR;15 meses;D3;47,36% a.a.;R$32.000;100;loan_78315;100.0%
Carisa Empreiteira;15 meses;D3;47,36% a.a.;R$16.000;100;loan_78312;100.0%
ORIGINAL CONDOMINIO;18 meses;C3;34,39% a.a.;R$54.000;100;loan_77085;100.0%
Orakolo Inteligência em Tecnologia;24 meses;B5;24,22% a.a.;R$110.000;100;loan_77051;100.0%
Prime Cater;24 meses;A2;17,68% a.a.;R$538.000;101;loan_69750;100.0%
MANYminds;24 meses;B5;24,22% a.a.;R$166.000;101;loan_78550;100.0%
T. A. L. TAMBORES;18 meses;C1;30,12% a.a.;R$84.000;101;loan_78498;100.0%
NEVES E NEVES TRANSPORTES LTDA;12 meses;D3;47,36% a.a.;R$52.000;101;loan_78404;100.0%
PIZZARIA GALPAO;12 meses;D2;43,54% a.a.;R$32.000;101;loan_78330;100.0%
Altaneira Imóveis;18 meses;D1;40,77% a.a.;R$28.000;101;loan_78208;100.0%
Coopersuinos LTDA;15 meses;C2;32,80% a.a.;R$74.000;101;loan_78032;100.0%
ESCRITORIO ATIVO;12 meses;D3;47,36% a.a.;R$22.000;101;loan_76195;100.0%
Global Assistência Técnica;18 meses;D2;43,54% a.a.;R$64.000;101;loan_76146;100.0%
DEPYL ACTION;15 meses;D2;43,54% a.a.;R$22.000;101;loan_75030;100.0%
Geocontract;18 meses;C2;32,80% a.a.;R$64.000;102;loan_73210;100.0%
Centro Médico Nossa Senhora dos Remédios;24 meses;B6;25,22% a.a.;R$220.000;102;loan_70242;100.0%
CD Brasil Tecnologia e Inovação Eireli;6 meses;D3;47,36% a.a.;R$22.000;102;loan_77966;100.0%
PLTEC;18 meses;C2;32,80% a.a.;R$44.000;102;loan_77818;100.0%
Clara Transportes;12 meses;C1;30,12% a.a.;R$54.000;102;loan_77774;100.0%
Midiatix;24 meses;B5;24,22% a.a.;R$54.000;102;loan_77597;100.0%
INTERTAC COMPONENTES INDUSTRIAIS;24 meses;B6;25,22% a.a.;R$218.000;102;loan_77323;100.0%
EXCLUSIVA;18 meses;C2;32,80% a.a.;R$32.000;102;loan_77180;100.0%
GVD Consultoria em Saneamento;24 meses;C2;32,80% a.a.;R$34.000;102;loan_77117;100.0%
DON VITO;18 meses;D1;40,77% a.a.;R$28.000;102;loan_76808;100.0%
Vertros;12 meses;C3;34,39% a.a.;R$106.000;103;loan_76779;100.0%
CONSULTORIA RITACCO;12 meses;D3;47,36% a.a.;R$22.000;103;loan_76425;100.0%
Artesanal Doces;18 meses;D1;40,77% a.a.;R$54.000;103;loan_76209;100.0%
Bolão da Sorte;12 meses;C3;34,39% a.a.;R$64.000;103;loan_75024;100.0%
INNOVSOFTWARE;18 meses;C1;30,12% a.a.;R$108.000;103;loan_77194;100.0%
Ascont;18 meses;D2;43,54% a.a.;R$28.000;103;loan_77143;100.0%
CASA DAS MASSAS;18 meses;B6;25,22% a.a.;R$64.000;103;loan_76990;100.0%
SERIDO FRUTAS;18 meses;C2;32,80% a.a.;R$64.000;103;loan_76885;100.0%
KVA TAO LUX;12 meses;D2;43,54% a.a.;R$22.000;103;loan_76847;100.0%
R.E. Montagem de Projetos Industriais ;18 meses;D3;47,36% a.a.;R$28.000;103;loan_76296;100.0%
DIWE;18 meses;B6;25,22% a.a.;R$160.000;104;loan_76072;100.0%
Kadyma - Gestão de Estacionamentos;12 meses;D3;47,36% a.a.;R$16.000;104;loan_75868;100.0%
Meirelles Farma;18 meses;B3;21,66% a.a.;R$324.000;104;loan_74794;100.0%
Senhor Empadão ;24 meses;C1;30,12% a.a.;R$44.000;104;loan_74508;100.0%
FEGG IT - SERVIÇOS DE INFORMATICA;12 meses;C1;30,12% a.a.;R$32.000;104;loan_72062;100.0%
ASEA;24 meses;C1;30,12% a.a.;R$34.000;104;loan_75125;100.0%
Casa 22;12 meses;D1;40,77% a.a.;R$74.000;104;loan_22666;100.0%
Fuel Eyewear;15 meses;D3;47,36% a.a.;R$32.000;104;loan_76248;100.0%
ECO SHRIMP MARICULTURA ECOLOGICA LTDA;15 meses;D1;40,77% a.a.;R$54.000;104;loan_76226;100.0%
Armazém do Acabamento;12 meses;D3;47,36% a.a.;R$32.000;104;loan_75813;100.0%
FERREIRA PINTURA INDUSTRIAL;12 meses;C2;32,80% a.a.;R$32.176;105;loan_75607;100.0%
MOBIKE;18 meses;B6;25,22% a.a.;R$54.000;105;loan_75585;100.0%
Up - Serviços auxiliares de transportes aéreos;24 meses;C1;30,12% a.a.;R$166.000;105;loan_75218;100.0%
MFA Vedações;15 meses;D1;40,77% a.a.;R$96.000;105;loan_75133;100.0%
Casa de Carnes Enrico;24 meses;C3;34,39% a.a.;R$66.000;105;loan_75057;100.0%
STILE EVENTOS;15 meses;D2;43,54% a.a.;R$32.000;105;loan_75044;100.0%
Casablanca Motel;18 meses;D2;43,54% a.a.;R$16.000;105;loan_74957;100.0%
ROMA CONSULTORIA;18 meses;C1;30,12% a.a.;R$108.000;105;loan_74951;100.0%
ING Superabrasivos;18 meses;D1;40,77% a.a.;R$74.000;105;loan_74799;100.0%
Aero Comunicação;24 meses;B6;25,22% a.a.;R$88.000;105;loan_74590;100.0%
Nebrasca Representações Comerciais;18 meses;D3;47,36% a.a.;R$18.000;106;loan_73749;100.0%
Teixeira Advocacia;12 meses;D2;43,54% a.a.;R$54.000;106;loan_73683;100.0%
GUERRILHA DIGITAL;15 meses;C3;34,39% a.a.;R$74.000;106;loan_73165;100.0%
Finnofarma;24 meses;B6;25,22% a.a.;R$110.000;106;loan_72768;100.0%
Supremo Contabilidade;12 meses;C3;34,39% a.a.;R$26.000;106;loan_72217;100.0%
Especifer;24 meses;B6;25,22% a.a.;R$220.000;106;loan_71735;100.0%
SUBLIME ART;12 meses;D3;47,36% a.a.;R$26.000;106;loan_70275;100.0%
Closet.Me - Aluguel de Vestidos;24 meses;C2;32,80% a.a.;R$22.000;106;loan_75586;100.0%
Exata Intel e Tech;24 meses;B4;23,24% a.a.;R$254.000;106;loan_74867;100.0%
SK Embalagens;18 meses;D2;43,54% a.a.;R$108.000;106;loan_74747;100.0%
MDS IDIOMAS;18 meses;D1;40,77% a.a.;R$28.000;107;loan_73367;100.0%
Feelin’ Promoçoes e Eventos;18 meses;C1;30,12% a.a.;R$42.000;107;loan_73206;100.0%
F1 Tecnologia;12 meses;B5;24,22% a.a.;R$106.000;107;loan_73126;100.0%
REIX COMERCIAL;15 meses;D2;43,54% a.a.;R$106.000;107;loan_73045;100.0%
Amigos Serviços Radiológicos Ltda;18 meses;D2;43,54% a.a.;R$108.000;107;loan_73002;100.0%
FARMACIA UNIAO;12 meses;D3;47,36% a.a.;R$16.000;107;loan_72704;100.0%
Sayonara Temperos;24 meses;B5;24,22% a.a.;R$110.000;107;loan_72653;100.0%
Nação Interativa;24 meses;B6;25,22% a.a.;R$110.000;107;loan_72158;100.0%
Colégio Novo Tempo;18 meses;C2;32,80% a.a.;R$64.000;107;loan_72010;100.0%
Laf Metrologia;12 meses;C2;32,80% a.a.;R$26.000;107;loan_71200;100.0%
Golden Pet;12 meses;D3;47,36% a.a.;R$32.000;108;loan_71196;100.0%
Poliartes;12 meses;D2;43,54% a.a.;R$84.000;108;loan_71132;100.0%
Brudermoldes;18 meses;D2;43,54% a.a.;R$108.000;108;loan_70890;100.0%
Agência Life;24 meses;B6;25,22% a.a.;R$110.000;108;loan_69876;100.0%
Noxxe;24 meses;B5;24,22% a.a.;R$126.000;108;loan_65096;100.0%
Móveis Doripel;18 meses;B3;21,66% a.a.;R$164.000;108;loan_74641;100.0%
Dinamica - Importadora e Exportadora;12 meses;D2;43,54% a.a.;R$54.000;108;loan_74228;100.0%
Alfa Porcelanas;12 meses;C3;34,39% a.a.;R$52.000;108;loan_74140;100.0%
Intcom Soluções de RH e Viagens Corporativas;24 meses;B6;25,22% a.a.;R$38.000;108;loan_74108;100.0%
IXIA Serviços;24 meses;B5;24,22% a.a.;R$202.000;108;loan_74093;100.0%
3B Alimentos;12 meses;D3;47,36% a.a.;R$16.000;109;loan_73778;100.0%
Ricktron Tecnologia;12 meses;C2;32,80% a.a.;R$74.000;109;loan_73752;100.0%
UP FACILITIES;12 meses;D3;47,36% a.a.;R$42.000;109;loan_73736;100.0%
PAPELARIA GERACAO;24 meses;D1;40,77% a.a.;R$28.000;109;loan_73479;100.0%
ITEGRA;12 meses;C2;32,80% a.a.;R$106.000;109;loan_73444;100.0%
ZDL Sports;12 meses;D2;43,54% a.a.;R$32.000;109;loan_73215;100.0%
Clickvans - Locadora de Veículos;18 meses;C2;32,80% a.a.;R$44.000;109;loan_73204;100.0%
Lecran Tek;24 meses;B6;25,22% a.a.;R$110.000;109;loan_72409;100.0%
UNIAO PRESTADORA DE SERVICOS;24 meses;B6;25,22% a.a.;R$112.000;109;loan_72264;100.0%
Foco Solution Provider;24 meses;C3;34,39% a.a.;R$28.000;109;loan_72199;100.0%
SYSTEMCRED;15 meses;B6;25,22% a.a.;R$106.000;110;loan_72125;100.0%
La Marea Pescados;15 meses;C2;32,80% a.a.;R$86.000;110;loan_71069;100.0%
Dias e Guedes;12 meses;D3;47,36% a.a.;R$106.000;110;loan_71030;100.0%
Sonare Engenharia;24 meses;C2;32,80% a.a.;R$22.000;110;loan_70693;100.0%
Tcacont S/S;15 meses;C2;32,80% a.a.;R$104.000;110;loan_69862;100.0%
CULTURA INGLESA;15 meses;C3;34,39% a.a.;R$128.000;110;loan_72732;100.0%
B-IMPROVE;24 meses;B6;25,22% a.a.;R$110.000;110;loan_72626;100.0%
Myl Acessórios;18 meses;C1;30,12% a.a.;R$162.000;110;loan_72518;100.0%
Escritório Torres;24 meses;B6;25,22% a.a.;R$88.000;110;loan_72495;100.0%
Grupo Blink's Investimentos;12 meses;D1;40,77% a.a.;R$26.000;110;loan_72441;100.0%
MS CONSULTING;12 meses;C2;32,80% a.a.;R$52.000;111;loan_72408;100.0%
ENW;24 meses;B5;24,22% a.a.;R$108.000;111;loan_72396;100.0%
CS SERVICOS;12 meses;D1;40,77% a.a.;R$38.000;111;loan_72000;100.0%
Medianeira Contabilidade;18 meses;B6;25,22% a.a.;R$38.000;111;loan_71975;100.0%
RADIAL SERVICOS TERCEIRIZADOS;24 meses;C2;32,80% a.a.;R$66.000;111;loan_71626;100.0%
Tom Comunicação;24 meses;B6;25,22% a.a.;R$172.000;111;loan_71567;100.0%
Lupy;9 meses;D3;47,36% a.a.;R$28.000;111;loan_71253;100.0%
TecWi;24 meses;B5;24,22% a.a.;R$328.000;111;loan_63902;100.0%
Limpax;12 meses;C3;34,39% a.a.;R$124.000;111;loan_62470;100.0%
Móveis Doripel;18 meses;B3;21,66% a.a.;R$162.000;111;loan_71893;100.0%
Madesol;24 meses;C3;34,39% a.a.;R$110.000;112;loan_71753;100.0%
Impacta Certificação & Treinamentos;24 meses;A3;18,40% a.a.;R$504.000;112;loan_72259;100.0%
SYSPED;12 meses;C1;30,12% a.a.;R$64.000;112;loan_70263;100.0%
Dcasa - Utensílios em Geral;18 meses;D1;40,77% a.a.;R$16.000;112;loan_71334;100.0%
Vitoria Alimentos;12 meses;D3;47,36% a.a.;R$98.000;112;loan_70471;100.0%
Toro Churrasqueiras;15 meses;D1;40,77% a.a.;R$54.000;112;loan_69733;100.0%
Marmoraria Casa Bela;15 meses;D3;47,36% a.a.;R$32.000;112;loan_69727;100.0%
Girafa;12 meses;B3;21,66% a.a.;R$196.000;112;loan_72173;100.0%
DRC;18 meses;D2;43,54% a.a.;R$32.000;112;loan_71207;100.0%
Juvenil Supermercados;18 meses;B5;24,22% a.a.;R$162.000;112;loan_69554;100.0%
EDM - Montagens e Terceirização de Serviços;12 meses;D3;47,36% a.a.;R$54.000;113;loan_70964;100.0%
Agroventania;12 meses;C3;34,39% a.a.;R$104.000;113;loan_68833;100.0%
RCB Digital;15 meses;D3;47,36% a.a.;R$32.000;113;loan_9660;100.0%
PLUS;18 meses;B6;25,22% a.a.;R$162.000;113;loan_69684;100.0%
Palermo Contabilidade;24 meses;C1;30,12% a.a.;R$54.000;113;loan_71775;100.0%
Potência Engenharia;12 meses;D3;47,36% a.a.;R$52.000;113;loan_71025;100.0%
Oxisa - Gases Industriais, Especiais e Medicinais;24 meses;B5;24,22% a.a.;R$54.000;113;loan_70853;100.0%
Squarepixel;12 meses;B6;25,22% a.a.;R$104.000;113;loan_71335;100.0%
MACOB Communications;18 meses;C3;34,39% a.a.;R$44.000;113;loan_71892;100.0%
Hermité - Perfumaria e Beleza;15 meses;D1;40,77% a.a.;R$54.000;113;loan_71524;100.0%
Astral Grãos;12 meses;C1;30,12% a.a.;R$116.000;114;loan_71639;100.0%
Box Performance;15 meses;D1;40,77% a.a.;R$26.000;114;loan_70217;100.0%
Fauna Centro de Diagnóstico e Especialidades Veterinárias;24 meses;C2;32,80% a.a.;R$56.000;114;loan_66071;100.0%
MCGC;24 meses;C1;30,12% a.a.;R$88.000;114;loan_67701;100.0%
Colégio Árvore de Ideias;24 meses;C1;30,12% a.a.;R$110.000;114;loan_65980;100.0%
Drogaria Farmais;24 meses;C1;30,12% a.a.;R$122.000;114;loan_69719;100.0%
LANOLINA COMESTICOS E CIA;12 meses;D1;40,77% a.a.;R$16.000;114;loan_70428;100.0%
JM2;24 meses;B6;25,22% a.a.;R$304.000;114;loan_69443;100.0%
Produtos Glaziela;12 meses;B6;25,22% a.a.;R$106.000;114;loan_69469;100.0%
IBIAEON;18 meses;B6;25,22% a.a.;R$106.000;114;loan_68133;100.0%
Marte Eventos;9 meses;D3;47,36% a.a.;R$16.000;115;loan_69693;100.0%
Mainô;24 meses;B6;25,22% a.a.;R$56.000;115;loan_68374;100.0%
edo lifestyle;12 meses;D1;40,77% a.a.;R$116.000;115;loan_67030;100.0%
LUZCONT CONTABILIDADE;15 meses;C3;34,39% a.a.;R$32.000;115;loan_70378;100.0%
Agência Bamboo;12 meses;B6;25,22% a.a.;R$32.176;115;loan_69116;100.0%
Ahgora Sistemas;24 meses;B1;19,86% a.a.;R$292.000;115;loan_70324;100.0%
Clínica Especialista Estética;12 meses;D3;47,36% a.a.;R$44.000;115;loan_70114;100.0%
FCON;24 meses;B6;25,22% a.a.;R$146.000;115;loan_69440;100.0%
Familia Gianni;12 meses;C1;30,12% a.a.;R$106.000;115;loan_67129;100.0%
Missão Engenharia e Serviços;12 meses;D2;43,54% a.a.;R$106.000;115;loan_69878;100.0%
Grupo IndusPacking;24 meses;B6;25,22% a.a.;R$258.000;116;loan_69815;100.0%
AUTO FÁCIL;12 meses;B6;25,22% a.a.;R$106.000;116;loan_69791;100.0%
NBC Consultoria;24 meses;C3;34,39% a.a.;R$140.000;116;loan_69605;100.0%
Laboratório Citologus;24 meses;D1;40,77% a.a.;R$54.000;116;loan_69498;100.0%
XGB;12 meses;B6;25,22% a.a.;R$42.000;116;loan_69296;100.0%
Sul Transportes;18 meses;B5;24,22% a.a.;R$120.000;116;loan_69132;100.0%
JPConsulting;12 meses;C3;34,39% a.a.;R$42.000;116;loan_69008;100.0%
