nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;porcentagem;codigo_emprestimo_num
SELBER TRATAMENTO DE METAIS LTDA;24 meses;D1;35,28% a.a.;R$110.000;81;loan_90370;100.0%;90370
Dablio Spa Urbano;24 meses;D1;35,28% a.a.;R$22.000;81;loan_88317;100.0%;88317
Fórmula Contábil;21 meses;D1;35,28% a.a.;R$28.000;81;loan_91055;100.0%;91055
Liton Chemicals;24 meses;C2;26,82% a.a.;R$112.000;82;loan_90817;100.0%;90817
Market21 Comunicação;24 meses;B5;20,70% a.a.;R$110.000;82;loan_90794;100.0%;90794
SF Store;18 meses;D1;35,28% a.a.;R$110.000;82;loan_90780;100.0%;90780
Raffinato Móveis;18 meses;C3;28,32% a.a.;R$88.000;82;loan_90742;100.0%;90742
Márcio Azevedo Churrascos;24 meses;D3;41,91% a.a.;R$18.000;82;loan_90696;100.0%;90696
OAT Solutions;24 meses;B4;19,70% a.a.;R$214.000;82;loan_90561;100.0%;90561
porto denim;24 meses;D1;35,28% a.a.;R$56.000;82;loan_90532;100.0%;90532
Visualbrand;24 meses;B6;21,70% a.a.;R$140.000;82;loan_90442;100.0%;90442
Sopetra;18 meses;B3;18,72% a.a.;R$268.000;82;loan_90353;100.0%;90353
POINT Comunicação e Marketing;18 meses;C2;26,82% a.a.;R$98.000;82;loan_89979;100.0%;89979
JL & V;24 meses;D1;35,28% a.a.;R$28.000;83;loan_89933;100.0%;89933
PROACT;24 meses;C2;26,82% a.a.;R$82.000;83;loan_89931;100.0%;89931
CIA DO BEBE;12 meses;B5;20,70% a.a.;R$28.000;83;loan_89645;100.0%;89645
Speednet Conectek;24 meses;C3;28,32% a.a.;R$28.000;83;loan_89619;100.0%;89619
Vitopan;24 meses;D3;41,91% a.a.;R$56.000;83;loan_89528;100.0%;89528
ZN MULTIMARCAS;24 meses;C1;25,64% a.a.;R$60.000;83;loan_88821;100.0%;88821
Ilumne Cursos;24 meses;B6;21,70% a.a.;R$110.000;83;loan_88415;100.0%;88415
Prolink telecom;24 meses;D2;37,99% a.a.;R$88.000;83;loan_88279;100.0%;88279
RAINHA DA PAZ PIZZARIA LTDA;24 meses;C3;28,32% a.a.;R$58.000;83;loan_88056;100.0%;88056
Brinquedo & Cia;24 meses;C3;28,32% a.a.;R$50.000;83;loan_87533;100.0%;87533
Kadernu's Livraria e Papelaria;24 meses;E1;59,73% a.a.;R$44.000;84;loan_86923;100.0%;86923
Get Go Câmbio;24 meses;C1;25,64% a.a.;R$166.000;84;loan_86635;100.0%;86635
Espetinhos Churra Bom;24 meses;B6;21,70% a.a.;R$212.000;84;loan_85763;100.0%;85763
CONTINBOX CONTABILIDADE ONLINE;24 meses;B4;19,70% a.a.;R$88.000;84;loan_85714;100.0%;85714
PAO CARNE QUEIJO;12 meses;D1;35,28% a.a.;R$30.000;84;loan_84773;100.0%;84773
Cubbo Construção Sustentável;24 meses;C3;28,32% a.a.;R$62.000;84;loan_84084;100.0%;84084
Optimum;18 meses;B4;19,70% a.a.;R$148.000;84;loan_82441;100.0%;82441
Cervejaria Manda Beer ;15 meses;D3;41,91% a.a.;R$30.000;84;loan_81052;100.0%;81052
COLEGIO INOVACAO;12 meses;C3;28,32% a.a.;R$86.000;84;loan_77614;100.0%;77614
Açougue aviário asa branca ;24 meses;C3;28,32% a.a.;R$56.000;84;loan_71120;100.0%;71120
Dacorshop;24 meses;C1;25,64% a.a.;R$80.000;85;loan_69755;100.0%;69755
BR Mobility;12 meses;B6;21,70% a.a.;R$56.000;85;loan_69701;100.0%;69701
Lighthouse - Apps Incríveis;24 meses;B4;19,70% a.a.;R$110.000;85;loan_35819;100.0%;35819
LABORATÓRIO MTC;24 meses;D3;41,91% a.a.;R$78.000;85;loan_22780;100.0%;22780
ESQUADRIAS GOLD ;24 meses;E1;59,73% a.a.;R$44.000;85;loan_90241;100.0%;90241
Bioma Científica Produtos e Serviços Laboratoriais;24 meses;C1;25,64% a.a.;R$66.000;85;loan_90043;100.0%;90043
LADY EVA MODA EVANGELICA;24 meses;B5;20,70% a.a.;R$164.000;85;loan_89880;100.0%;89880
Key Associados - Soluções Sustentáveis;24 meses;B6;21,70% a.a.;R$110.000;85;loan_89709;100.0%;89709
Mega Atacadista;24 meses;C3;28,32% a.a.;R$38.000;85;loan_89703;100.0%;89703
CyberNet;24 meses;B6;21,70% a.a.;R$110.000;85;loan_89442;100.0%;89442
Recuperação Engenharia;24 meses;B4;19,70% a.a.;R$330.000;86;loan_89248;100.0%;89248
novo stylo ;21 meses;D1;35,28% a.a.;R$20.000;86;loan_89057;100.0%;89057
Fashion Store;24 meses;E2;61,59% a.a.;R$56.000;86;loan_88639;100.0%;88639
Rv-NET;24 meses;C2;26,82% a.a.;R$88.000;86;loan_88558;100.0%;88558
PARADA 487 COMERCIO DE PLASTICOS ;24 meses;D1;35,28% a.a.;R$110.000;86;loan_88524;100.0%;88524
Mr Clean;24 meses;C1;25,64% a.a.;R$110.000;86;loan_88419;100.0%;88419
Trans sul;24 meses;D3;41,91% a.a.;R$28.000;86;loan_88332;100.0%;88332
Familia caranguejo ;18 meses;D3;41,91% a.a.;R$56.000;86;loan_88285;100.0%;88285
Coexiste Cursos e Treinamentos;24 meses;D1;35,28% a.a.;R$78.000;86;loan_88191;100.0%;88191
FFX INTERNATIONAL CASH MANAGEMENT;12 meses;C2;26,82% a.a.;R$64.000;86;loan_87836;100.0%;87836
UNION DISTRIBUIDORA LTDA;24 meses;D3;41,91% a.a.;R$100.000;87;loan_87637;100.0%;87637
EKOV COMERCIO E SERVICOS VETERINARIOS E NAUTICA EIRELI;21 meses;D2;37,99% a.a.;R$28.000;87;loan_87378;100.0%;87378
Panetrigo ;12 meses;E3;63,65% a.a.;R$26.000;87;loan_86359;100.0%;86359
GWR PARAFUSOS;24 meses;C2;26,82% a.a.;R$166.000;87;loan_86077;100.0%;86077
Wine Soul Store;18 meses;C2;26,82% a.a.;R$22.000;87;loan_85276;100.0%;85276
Trali;24 meses;B6;21,70% a.a.;R$220.000;87;loan_84734;100.0%;84734
GIGA COMERCIAL;24 meses;C2;26,82% a.a.;R$56.000;87;loan_68212;100.0%;68212
Luxfort do Brasil;24 meses;B5;20,70% a.a.;R$236.000;87;loan_55198;100.0%;55198
KRATER;24 meses;A2;17,68% a.a.;R$108.000;87;loan_87932;100.0%;87932
Instituto da Pequena Empresa ;24 meses;B6;25,22% a.a.;R$44.000;87;loan_87603;100.0%;87603
Days Music Store;18 meses;D1;40,77% a.a.;R$54.000;88;loan_87203;100.0%;87203
D.PLANAS TRANSPORTES LTDA;24 meses;C3;34,39% a.a.;R$34.000;88;loan_87191;100.0%;87191
MASP VACUO COMERCIAL LTDA;12 meses;D3;47,36% a.a.;R$92.000;88;loan_87090;100.0%;87090
RETA DISTRIBUIDORA;24 meses;E3;69,59% a.a.;R$18.000;88;loan_86496;100.0%;86496
FRUTO.DIGITAL;24 meses;C3;34,39% a.a.;R$44.000;88;loan_86342;100.0%;86342
Nexsegurança;24 meses;C3;34,39% a.a.;R$34.000;88;loan_86094;100.0%;86094
Baccalini Hair ;12 meses;E1;65,73% a.a.;R$34.000;88;loan_85120;100.0%;85120
BRQ Alimentos;24 meses;B3;21,66% a.a.;R$472.000;88;loan_76139;100.0%;76139
Sevilha Contabilidade;24 meses;B6;25,22% a.a.;R$220.000;88;loan_87870;100.0%;87870
Altimar Brinquedos;24 meses;B6;25,22% a.a.;R$222.000;88;loan_87815;100.0%;87815
Múltiplo Contabilidade;24 meses;D1;40,77% a.a.;R$88.000;89;loan_87735;100.0%;87735
3WAY SOLUTION;18 meses;B5;24,22% a.a.;R$54.000;89;loan_87605;100.0%;87605
ERPLAN;12 meses;B4;23,24% a.a.;R$32.000;89;loan_87343;100.0%;87343
DANNI'S FOODS ALIMENTOS LTDA;12 meses;C2;32,80% a.a.;R$106.000;89;loan_87108;100.0%;87108
GABRIEL RIBEIRO DE OLIVEIRA VOTORANTIM;18 meses;D1;40,77% a.a.;R$28.000;89;loan_86857;100.0%;86857
ARKGRAF ;24 meses;E3;69,59% a.a.;R$22.000;89;loan_86822;100.0%;86822
Pura Comunicação;24 meses;C3;34,39% a.a.;R$22.000;89;loan_86718;100.0%;86718
Cia dos Relogios;24 meses;B5;24,22% a.a.;R$110.000;89;loan_86113;100.0%;86113
Mirago Marketing Digital;21 meses;C2;32,80% a.a.;R$36.000;89;loan_85584;100.0%;85584
Vapnet Software;24 meses;B5;24,22% a.a.;R$36.000;89;loan_84262;100.0%;84262
RIAN IMPORTADORA EXPORTADORA COMERCIO E REPRESENTAC;15 meses;E2;67,65% a.a.;R$16.000;90;loan_74396;100.0%;74396
FOCUS PINTURAS;24 meses;B6;25,22% a.a.;R$28.000;90;loan_87065;100.0%;87065
Retifer Comércio e Retífica de Fieiras Ltda;18 meses;D1;40,77% a.a.;R$22.000;90;loan_86598;100.0%;86598
SEVEN INFORMATICA;12 meses;B6;25,22% a.a.;R$62.000;90;loan_86509;100.0%;86509
STUDIO CIPOLATTI;12 meses;B6;25,22% a.a.;R$156.000;90;loan_86463;100.0%;86463
A&E PickUps ;15 meses;E3;69,59% a.a.;R$22.000;90;loan_86396;100.0%;86396
Coffeetown Salvador;24 meses;B6;25,22% a.a.;R$110.000;90;loan_86160;100.0%;86160
Netuai Web;24 meses;C2;32,80% a.a.;R$32.000;90;loan_85950;100.0%;85950
Espumantes do Sul;18 meses;E2;67,65% a.a.;R$16.000;90;loan_85830;100.0%;85830
Bm brindes ;15 meses;E3;69,59% a.a.;R$22.000;90;loan_85169;100.0%;85169
DENIS MARIO MOTOS;15 meses;E3;69,59% a.a.;R$22.000;91;loan_85101;100.0%;85101
Dona Clara - Sandwiches e Beers;24 meses;C1;30,12% a.a.;R$28.000;91;loan_84566;100.0%;84566
VFW RUGBY;18 meses;D1;40,77% a.a.;R$54.000;91;loan_84135;100.0%;84135
Solvetronic;15 meses;D1;40,77% a.a.;R$44.000;91;loan_82970;100.0%;82970
Salão Ateliê da Beleza;24 meses;D3;47,36% a.a.;R$34.000;91;loan_85782;100.0%;85782
Solution ;24 meses;B6;25,22% a.a.;R$322.000;91;loan_85480;100.0%;85480
Maxhydro Ltda;24 meses;D1;40,77% a.a.;R$38.000;91;loan_85300;100.0%;85300
AVA BR ;18 meses;E1;65,73% a.a.;R$46.000;91;loan_85271;100.0%;85271
Grupo Induspacking;24 meses;C2;32,80% a.a.;R$166.000;91;loan_84891;100.0%;84891
Ideiaria Presentes e Brinquedos;15 meses;D3;47,36% a.a.;R$32.000;91;loan_84846;100.0%;84846
Creche Mundo Kids;18 meses;C2;32,80% a.a.;R$28.000;92;loan_84055;100.0%;84055
CREMOSINHO BOM D+ ;12 meses;E3;69,59% a.a.;R$42.000;92;loan_83569;100.0%;83569
Floresta Café Gourmet;18 meses;D1;40,77% a.a.;R$38.000;92;loan_82364;100.0%;82364
Artcober ;12 meses;E3;69,59% a.a.;R$22.000;92;loan_82004;100.0%;82004
Cromofort Hidráulica;12 meses;D1;40,77% a.a.;R$160.000;92;loan_84605;100.0%;84605
Kent;24 meses;D1;40,77% a.a.;R$28.000;92;loan_84464;100.0%;84464
Toque Divino Acabamento;24 meses;C1;30,12% a.a.;R$110.000;92;loan_84401;100.0%;84401
Parm Alimentos ;12 meses;C2;32,80% a.a.;R$26.000;92;loan_84065;100.0%;84065
SKAPINOBS;15 meses;D2;43,54% a.a.;R$58.000;92;loan_83929;100.0%;83929
MATCHBOX;12 meses;B1;19,86% a.a.;R$126.000;92;loan_83728;100.0%;83728
TRIP CONSULTORIA IMOBILIARIA;12 meses;D3;47,36% a.a.;R$26.000;93;loan_83410;100.0%;83410
Seatec Soluções Tecnológicas;12 meses;D2;43,54% a.a.;R$22.000;93;loan_82982;100.0%;82982
Marcenaria Maria Joaquina;15 meses;D1;40,77% a.a.;R$54.000;93;loan_82662;100.0%;82662
Vieira e vieira;15 meses;D1;40,77% a.a.;R$22.000;93;loan_82515;100.0%;82515
PETHA;18 meses;B5;24,22% a.a.;R$160.000;93;loan_74621;100.0%;74621
PET PARK RACOES;12 meses;D3;47,36% a.a.;R$22.000;93;loan_83934;100.0%;83934
Artex Mesa & Banho;24 meses;B5;24,22% a.a.;R$110.000;93;loan_83928;100.0%;83928
Loctemp Alojamentos;24 meses;B6;25,22% a.a.;R$142.000;93;loan_83898;100.0%;83898
Hariken;24 meses;B4;23,24% a.a.;R$166.000;93;loan_83779;100.0%;83779
binds.co;12 meses;B6;25,22% a.a.;R$54.000;93;loan_83732;100.0%;83732
Automatize Engenharia;24 meses;C3;34,39% a.a.;R$56.000;94;loan_83619;100.0%;83619
AMERICANA SAUDE;18 meses;C1;30,12% a.a.;R$54.000;94;loan_83514;100.0%;83514
Gata Safira;18 meses;D2;43,54% a.a.;R$32.000;94;loan_83499;100.0%;83499
MV Contabilidade;24 meses;B6;25,22% a.a.;R$110.000;94;loan_83425;100.0%;83425
MERC SOLUCOES EMPRESARIAIS;12 meses;D1;40,77% a.a.;R$54.000;94;loan_83102;100.0%;83102
Caminoto Representação;12 meses;D3;47,36% a.a.;R$22.000;94;loan_82987;100.0%;82987
BMBraga Internet;24 meses;D1;40,77% a.a.;R$94.000;94;loan_82864;100.0%;82864
Isto Clínica Ocupacional;9 meses;D2;43,54% a.a.;R$16.000;94;loan_82758;100.0%;82758
Retifica Cabe Bloco;24 meses;C3;34,39% a.a.;R$44.000;94;loan_81838;100.0%;81838
LEMOS USINAGEM;18 meses;D2;43,54% a.a.;R$32.000;94;loan_81836;100.0%;81836
VPEVENTOS SOLUCOES PARA EVENTOS;15 meses;C3;34,39% a.a.;R$22.000;95;loan_80389;100.0%;80389
SETSYSTEM;12 meses;D2;43,54% a.a.;R$32.000;95;loan_80137;100.0%;80137
ZERO41LED;24 meses;C2;32,80% a.a.;R$36.000;95;loan_70249;100.0%;70249
Pró Sistemas;24 meses;B6;25,22% a.a.;R$276.000;95;loan_83259;100.0%;83259
IVIAN CAMPINAS;12 meses;D1;40,77% a.a.;R$22.000;95;loan_82931;100.0%;82931
SERCON SERVIÇOS CONTÁBEIS;12 meses;C1;30,12% a.a.;R$32.000;95;loan_82645;100.0%;82645
Distribuidora Vitalli;18 meses;C2;32,80% a.a.;R$44.000;95;loan_82527;100.0%;82527
Afrika Tecnologia ;18 meses;B6;25,22% a.a.;R$76.000;95;loan_82473;100.0%;82473
Academia Ponto Saude;18 meses;C2;32,80% a.a.;R$32.000;95;loan_82425;100.0%;82425
MAZOCO FOODS;15 meses;D1;40,77% a.a.;R$32.000;95;loan_81888;100.0%;81888
Lanche da Hora;24 meses;D1;40,77% a.a.;R$44.000;96;loan_81882;100.0%;81882
Redbee;24 meses;B5;24,22% a.a.;R$44.000;96;loan_81767;100.0%;81767
L&A2;12 meses;D3;47,36% a.a.;R$54.000;96;loan_81696;100.0%;81696
FERRAGENS SANTA CRUZ;15 meses;D2;43,54% a.a.;R$26.000;96;loan_81593;100.0%;81593
Dental Santé ;12 meses;B5;24,22% a.a.;R$60.000;96;loan_81486;100.0%;81486
Relicário Bistro;24 meses;C2;32,80% a.a.;R$54.000;96;loan_80925;100.0%;80925
MARGRANITOS;12 meses;D3;47,36% a.a.;R$52.000;96;loan_80377;100.0%;80377
Inspek Serviços Técnicos;12 meses;B6;25,22% a.a.;R$52.000;96;loan_77230;100.0%;77230
Codepro Engenharia;18 meses;C2;32,80% a.a.;R$54.000;96;loan_81520;100.0%;81520
Verticore Consultoria;24 meses;B5;24,22% a.a.;R$220.000;96;loan_81359;100.0%;81359
Delírios Lingerie;12 meses;D3;47,36% a.a.;R$32.000;97;loan_80999;100.0%;80999
3MBROKERS;12 meses;B6;25,22% a.a.;R$84.000;97;loan_80824;100.0%;80824
HABITART MOVEIS;12 meses;D2;43,54% a.a.;R$22.000;97;loan_80695;100.0%;80695
Clínica Andrade e Fuziama Odontologia;24 meses;C3;34,39% a.a.;R$66.000;97;loan_80672;100.0%;80672
SUPRIVILLE;12 meses;D1;40,77% a.a.;R$68.000;97;loan_80635;100.0%;80635
R CIMA SERVICOS DE INFORMATICA LTDA;24 meses;D1;40,77% a.a.;R$22.000;97;loan_80600;100.0%;80600
Pousada da Cyssa;15 meses;D3;47,36% a.a.;R$54.000;97;loan_80383;100.0%;80383
IDUE;12 meses;D3;47,36% a.a.;R$22.000;97;loan_80267;100.0%;80267
SEHER CELL;24 meses;B6;25,22% a.a.;R$110.000;97;loan_79561;100.0%;79561
REGEL TECIDOS;12 meses;D1;40,77% a.a.;R$32.000;97;loan_78298;100.0%;78298
SACONFF CONTABILIDADE, FISCAL E TRABALHISTA;24 meses;C3;34,39% a.a.;R$28.000;98;loan_75234;100.0%;75234
auwe;12 meses;B6;25,22% a.a.;R$54.000;98;loan_75189;100.0%;75189
Zinni Gabaritos;24 meses;C1;30,12% a.a.;R$132.000;98;loan_73120;100.0%;73120
i10as;18 meses;D3;47,36% a.a.;R$34.000;98;loan_72946;100.0%;72946
INTERNET EXPRESS;24 meses;C3;34,39% a.a.;R$30.000;98;loan_38816;100.0%;38816
UNIAO PRESTADORA DE SERVICOS;24 meses;B6;25,22% a.a.;R$136.000;98;loan_80610;100.0%;80610
Girafa;12 meses;B3;21,66% a.a.;R$158.000;98;loan_80168;100.0%;80168
WHY Engenharia e Consultoria;12 meses;B6;25,22% a.a.;R$106.000;98;loan_79973;100.0%;79973
Unistyllo Uniformes Profissionais;15 meses;C1;30,12% a.a.;R$16.000;98;loan_79897;100.0%;79897
Gallus Distribuidora ;15 meses;D1;40,77% a.a.;R$96.000;98;loan_79778;100.0%;79778
CHERE MARIEE;12 meses;D3;47,36% a.a.;R$32.000;99;loan_79585;100.0%;79585
Multiservice Transportadora;24 meses;B6;25,22% a.a.;R$164.000;99;loan_78757;100.0%;78757
JULIE DISTRIBUIDORA;12 meses;D3;47,36% a.a.;R$26.000;99;loan_78486;100.0%;78486
LCL LASER;24 meses;C1;30,12% a.a.;R$34.000;99;loan_78295;100.0%;78295
NIQUELACAO-CROMEACAO-ARTEFATOS DE COBRE E METAL;24 meses;C2;32,80% a.a.;R$66.000;99;loan_77775;100.0%;77775
ANOMAB;24 meses;C1;30,12% a.a.;R$110.000;99;loan_74987;100.0%;74987
sysfer;18 meses;D1;40,77% a.a.;R$86.000;99;loan_72842;100.0%;72842
SF TRANSPORTES;12 meses;D1;40,77% a.a.;R$106.000;99;loan_69786;100.0%;69786
VALERIO MOTOPECAS;12 meses;D3;47,36% a.a.;R$16.000;99;loan_62386;100.0%;62386
Hosher ;24 meses;C1;30,12% a.a.;R$66.000;99;loan_55015;100.0%;55015
PRIMA QUIMICA;24 meses;B6;25,22% a.a.;R$82.000;100;loan_51335;100.0%;51335
Sobrancelhas Design ;24 meses;C2;32,80% a.a.;R$54.000;100;loan_79563;100.0%;79563
DELI BOX;15 meses;C3;34,39% a.a.;R$22.000;100;loan_79166;100.0%;79166
Negócio Tá Feito - E-commerce;12 meses;D1;40,77% a.a.;R$26.000;100;loan_78795;100.0%;78795
FN Imóveis ;18 meses;D3;47,36% a.a.;R$44.000;100;loan_78767;100.0%;78767
UW Informática;12 meses;C2;32,80% a.a.;R$74.000;100;loan_78641;100.0%;78641
L. M. BOM SABOR;15 meses;D3;47,36% a.a.;R$32.000;100;loan_78315;100.0%;78315
Carisa Empreiteira;15 meses;D3;47,36% a.a.;R$16.000;100;loan_78312;100.0%;78312
ORIGINAL CONDOMINIO;18 meses;C3;34,39% a.a.;R$54.000;100;loan_77085;100.0%;77085
Orakolo Inteligência em Tecnologia;24 meses;B5;24,22% a.a.;R$110.000;100;loan_77051;100.0%;77051
Prime Cater;24 meses;A2;17,68% a.a.;R$538.000;101;loan_69750;100.0%;69750
MANYminds;24 meses;B5;24,22% a.a.;R$166.000;101;loan_78550;100.0%;78550
T. A. L. TAMBORES;18 meses;C1;30,12% a.a.;R$84.000;101;loan_78498;100.0%;78498
NEVES E NEVES TRANSPORTES LTDA;12 meses;D3;47,36% a.a.;R$52.000;101;loan_78404;100.0%;78404
PIZZARIA GALPAO;12 meses;D2;43,54% a.a.;R$32.000;101;loan_78330;100.0%;78330
Altaneira Imóveis;18 meses;D1;40,77% a.a.;R$28.000;101;loan_78208;100.0%;78208
Coopersuinos LTDA;15 meses;C2;32,80% a.a.;R$74.000;101;loan_78032;100.0%;78032
ESCRITORIO ATIVO;12 meses;D3;47,36% a.a.;R$22.000;101;loan_76195;100.0%;76195
Global Assistência Técnica;18 meses;D2;43,54% a.a.;R$64.000;101;loan_76146;100.0%;76146
DEPYL ACTION;15 meses;D2;43,54% a.a.;R$22.000;101;loan_75030;100.0%;75030
Geocontract;18 meses;C2;32,80% a.a.;R$64.000;102;loan_73210;100.0%;73210
Centro Médico Nossa Senhora dos Remédios;24 meses;B6;25,22% a.a.;R$220.000;102;loan_70242;100.0%;70242
CD Brasil Tecnologia e Inovação Eireli;6 meses;D3;47,36% a.a.;R$22.000;102;loan_77966;100.0%;77966
PLTEC;18 meses;C2;32,80% a.a.;R$44.000;102;loan_77818;100.0%;77818
Clara Transportes;12 meses;C1;30,12% a.a.;R$54.000;102;loan_77774;100.0%;77774
Midiatix;24 meses;B5;24,22% a.a.;R$54.000;102;loan_77597;100.0%;77597
INTERTAC COMPONENTES INDUSTRIAIS;24 meses;B6;25,22% a.a.;R$218.000;102;loan_77323;100.0%;77323
EXCLUSIVA;18 meses;C2;32,80% a.a.;R$32.000;102;loan_77180;100.0%;77180
GVD Consultoria em Saneamento;24 meses;C2;32,80% a.a.;R$34.000;102;loan_77117;100.0%;77117
DON VITO;18 meses;D1;40,77% a.a.;R$28.000;102;loan_76808;100.0%;76808
Vertros;12 meses;C3;34,39% a.a.;R$106.000;103;loan_76779;100.0%;76779
CONSULTORIA RITACCO;12 meses;D3;47,36% a.a.;R$22.000;103;loan_76425;100.0%;76425
Artesanal Doces;18 meses;D1;40,77% a.a.;R$54.000;103;loan_76209;100.0%;76209
Bolão da Sorte;12 meses;C3;34,39% a.a.;R$64.000;103;loan_75024;100.0%;75024
INNOVSOFTWARE;18 meses;C1;30,12% a.a.;R$108.000;103;loan_77194;100.0%;77194
Ascont;18 meses;D2;43,54% a.a.;R$28.000;103;loan_77143;100.0%;77143
CASA DAS MASSAS;18 meses;B6;25,22% a.a.;R$64.000;103;loan_76990;100.0%;76990
SERIDO FRUTAS;18 meses;C2;32,80% a.a.;R$64.000;103;loan_76885;100.0%;76885
KVA TAO LUX;12 meses;D2;43,54% a.a.;R$22.000;103;loan_76847;100.0%;76847
R.E. Montagem de Projetos Industriais ;18 meses;D3;47,36% a.a.;R$28.000;103;loan_76296;100.0%;76296
DIWE;18 meses;B6;25,22% a.a.;R$160.000;104;loan_76072;100.0%;76072
Kadyma - Gestão de Estacionamentos;12 meses;D3;47,36% a.a.;R$16.000;104;loan_75868;100.0%;75868
Meirelles Farma;18 meses;B3;21,66% a.a.;R$324.000;104;loan_74794;100.0%;74794
Senhor Empadão ;24 meses;C1;30,12% a.a.;R$44.000;104;loan_74508;100.0%;74508
FEGG IT - SERVIÇOS DE INFORMATICA;12 meses;C1;30,12% a.a.;R$32.000;104;loan_72062;100.0%;72062
ASEA;24 meses;C1;30,12% a.a.;R$34.000;104;loan_75125;100.0%;75125
Casa 22;12 meses;D1;40,77% a.a.;R$74.000;104;loan_22666;100.0%;22666
Fuel Eyewear;15 meses;D3;47,36% a.a.;R$32.000;104;loan_76248;100.0%;76248
ECO SHRIMP MARICULTURA ECOLOGICA LTDA;15 meses;D1;40,77% a.a.;R$54.000;104;loan_76226;100.0%;76226
Armazém do Acabamento;12 meses;D3;47,36% a.a.;R$32.000;104;loan_75813;100.0%;75813
FERREIRA PINTURA INDUSTRIAL;12 meses;C2;32,80% a.a.;R$32.176;105;loan_75607;100.0%;75607
MOBIKE;18 meses;B6;25,22% a.a.;R$54.000;105;loan_75585;100.0%;75585
Up - Serviços auxiliares de transportes aéreos;24 meses;C1;30,12% a.a.;R$166.000;105;loan_75218;100.0%;75218
MFA Vedações;15 meses;D1;40,77% a.a.;R$96.000;105;loan_75133;100.0%;75133
Casa de Carnes Enrico;24 meses;C3;34,39% a.a.;R$66.000;105;loan_75057;100.0%;75057
STILE EVENTOS;15 meses;D2;43,54% a.a.;R$32.000;105;loan_75044;100.0%;75044
Casablanca Motel;18 meses;D2;43,54% a.a.;R$16.000;105;loan_74957;100.0%;74957
ROMA CONSULTORIA;18 meses;C1;30,12% a.a.;R$108.000;105;loan_74951;100.0%;74951
ING Superabrasivos;18 meses;D1;40,77% a.a.;R$74.000;105;loan_74799;100.0%;74799
Aero Comunicação;24 meses;B6;25,22% a.a.;R$88.000;105;loan_74590;100.0%;74590
Nebrasca Representações Comerciais;18 meses;D3;47,36% a.a.;R$18.000;106;loan_73749;100.0%;73749
Teixeira Advocacia;12 meses;D2;43,54% a.a.;R$54.000;106;loan_73683;100.0%;73683
GUERRILHA DIGITAL;15 meses;C3;34,39% a.a.;R$74.000;106;loan_73165;100.0%;73165
Finnofarma;24 meses;B6;25,22% a.a.;R$110.000;106;loan_72768;100.0%;72768
Supremo Contabilidade;12 meses;C3;34,39% a.a.;R$26.000;106;loan_72217;100.0%;72217
Especifer;24 meses;B6;25,22% a.a.;R$220.000;106;loan_71735;100.0%;71735
SUBLIME ART;12 meses;D3;47,36% a.a.;R$26.000;106;loan_70275;100.0%;70275
Closet.Me - Aluguel de Vestidos;24 meses;C2;32,80% a.a.;R$22.000;106;loan_75586;100.0%;75586
Exata Intel e Tech;24 meses;B4;23,24% a.a.;R$254.000;106;loan_74867;100.0%;74867
SK Embalagens;18 meses;D2;43,54% a.a.;R$108.000;106;loan_74747;100.0%;74747
MDS IDIOMAS;18 meses;D1;40,77% a.a.;R$28.000;107;loan_73367;100.0%;73367
Feelin’ Promoçoes e Eventos;18 meses;C1;30,12% a.a.;R$42.000;107;loan_73206;100.0%;73206
F1 Tecnologia;12 meses;B5;24,22% a.a.;R$106.000;107;loan_73126;100.0%;73126
REIX COMERCIAL;15 meses;D2;43,54% a.a.;R$106.000;107;loan_73045;100.0%;73045
Amigos Serviços Radiológicos Ltda;18 meses;D2;43,54% a.a.;R$108.000;107;loan_73002;100.0%;73002
FARMACIA UNIAO;12 meses;D3;47,36% a.a.;R$16.000;107;loan_72704;100.0%;72704
Sayonara Temperos;24 meses;B5;24,22% a.a.;R$110.000;107;loan_72653;100.0%;72653
Nação Interativa;24 meses;B6;25,22% a.a.;R$110.000;107;loan_72158;100.0%;72158
Colégio Novo Tempo;18 meses;C2;32,80% a.a.;R$64.000;107;loan_72010;100.0%;72010
Laf Metrologia;12 meses;C2;32,80% a.a.;R$26.000;107;loan_71200;100.0%;71200
Golden Pet;12 meses;D3;47,36% a.a.;R$32.000;108;loan_71196;100.0%;71196
Poliartes;12 meses;D2;43,54% a.a.;R$84.000;108;loan_71132;100.0%;71132
Brudermoldes;18 meses;D2;43,54% a.a.;R$108.000;108;loan_70890;100.0%;70890
Agência Life;24 meses;B6;25,22% a.a.;R$110.000;108;loan_69876;100.0%;69876
Noxxe;24 meses;B5;24,22% a.a.;R$126.000;108;loan_65096;100.0%;65096
Móveis Doripel;18 meses;B3;21,66% a.a.;R$164.000;108;loan_74641;100.0%;74641
Dinamica - Importadora e Exportadora;12 meses;D2;43,54% a.a.;R$54.000;108;loan_74228;100.0%;74228
Alfa Porcelanas;12 meses;C3;34,39% a.a.;R$52.000;108;loan_74140;100.0%;74140
Intcom Soluções de RH e Viagens Corporativas;24 meses;B6;25,22% a.a.;R$38.000;108;loan_74108;100.0%;74108
IXIA Serviços;24 meses;B5;24,22% a.a.;R$202.000;108;loan_74093;100.0%;74093
3B Alimentos;12 meses;D3;47,36% a.a.;R$16.000;109;loan_73778;100.0%;73778
