nome_empresa;prazo;rating;TIR;valor;pagina;codigo_emprestimo;porcentagem;codigo_emprestimo_num
VJK ENGENHARIA;12 meses;C3;35,91% a.a.;R$54.000;190;loan_9652;100.0%;9652
Krüt Consultoria ;12 meses;C2;32,92% a.a.;R$106.000;190;loan_9802;100.0%;9802
Radar Rent a Car;24 meses;B6;24,46% a.a.;R$110.000;190;loan_9617;100.0%;9617
OPTIART SOLUTIONS;24 meses;B4;23,00% a.a.;R$132.000;190;loan_9561;100.0%;9561
Inproc Tecnologia;9 meses;C3;35,91% a.a.;R$58.000;190;loan_9481;100.0%;9481
Inbound Soul;24 meses;C3;35,91% a.a.;R$56.000;190;loan_9223;100.0%;9223
Convoy Máquinas Transportadoras;12 meses;C3;35,91% a.a.;R$52.000;190;loan_8740;100.0%;8740
IBSGAS INSTALACAO E MANUTENCAO;15 meses;C3;35,91% a.a.;R$108.000;191;loan_8579;100.0%;8579
S-SYS - Consultoria e Desenvolvimento de Software;12 meses;C1;30,15% a.a.;R$80.000;191;loan_7067;100.0%;7067
Prime Host Serviços de Internet;24 meses;B1;21,13% a.a.;R$56.000;191;loan_7641;100.0%;7641
Ananke Tecnologia;24 meses;B3;22,42% a.a.;R$54.000;191;loan_7640;100.0%;7640
Confrapar Adm e Gestão de Recursos ;12 meses;A2;19,56% a.a.;R$206.000;194;loan_4071;100.0%;4071
VoxAge Teleinformática;24 meses;B1;21,13% a.a.;R$406.000;191;loan_8762;100.0%;8762
Inova Contabilidade;24 meses;C3;35,91% a.a.;R$28.000;191;loan_8422;100.0%;8422
IXIA Serviços;12 meses;B4;23,00% a.a.;R$224.000;191;loan_7899;100.0%;7899
Panorama Paisagismo;24 meses;C1;30,15% a.a.;R$44.000;191;loan_7221;100.0%;7221
GVD Consultoria em Saneamento;24 meses;C2;32,92% a.a.;R$110.000;191;loan_6677;100.0%;6677
Midia Office Software;24 meses;C1;30,15% a.a.;R$28.000;192;loan_6018;100.0%;6018
Coexiste Cursos e Treinamentos;24 meses;C2;32,92% a.a.;R$120.000;192;loan_6012;100.0%;6012
Cativo Distribuidora;24 meses;B2;21,70% a.a.;R$230.000;192;loan_7692;100.0%;7692
ACQUACENTER MEGA STORE;24 meses;C3;35,91% a.a.;R$46.000;192;loan_7613;100.0%;7613
Orakolo Inteligência em Tecnologia;12 meses;C2;32,92% a.a.;R$54.000;192;loan_7125;100.0%;7125
Signativa eCommerce de Resultados;24 meses;C1;30,15% a.a.;R$56.000;192;loan_7071;100.0%;7071
On Time Consulting;12 meses;C3;35,91% a.a.;R$54.000;192;loan_7191;100.0%;7191
WIZARD DE ARAGUARI;24 meses;B3;22,42% a.a.;R$136.000;192;loan_7079;100.0%;7079
Agencia Sonora;24 meses;B6;24,46% a.a.;R$142.000;192;loan_6794;100.0%;6794
Vivenda do Camarão - Beiramar Shopping Florianópolis;24 meses;B3;22,42% a.a.;R$220.000;192;loan_6790;99.1%;6790
VACCINI - CLINICA DE VACINACAO;18 meses;B4;23,00% a.a.;R$56.000;193;loan_5875;100.0%;5875
Agris Pack Embalagens;24 meses;C1;30,15% a.a.;R$112.000;193;loan_5496;100.0%;5496
Avaliativa Gestão de Informações Educacionais;18 meses;C1;30,15% a.a.;R$66.000;193;loan_6544;100.0%;6544
XXVINTE coworking;24 meses;C2;32,92% a.a.;R$110.000;193;loan_6162;100.0%;6162
Ilumne Cursos;18 meses;C2;32,92% a.a.;R$78.000;193;loan_5756;100.0%;5756
MON PETIT BERCARIO E EDUCACAO INFANTIL;24 meses;B4;19,70% a.a.;R$532.000;32;loan_110943;100.0%;110943
Brasfrotas Locação de Veículos;24 meses;B3;22,42% a.a.;R$218.000;193;loan_5772;100.0%;5772
Ananke Tecnologia;24 meses;B3;22,42% a.a.;R$218.000;193;loan_5047;100.0%;5047
Prime Host Serviços de Internet;24 meses;B1;21,13% a.a.;R$218.000;193;loan_4592;100.0%;4592
Arena PME - Abertura Simples;24 meses;B1;21,13% a.a.;R$218.000;193;loan_5168;100.0%;5168
Prime Secure Corretora de Seguros;24 meses;B4;23,00% a.a.;R$70.000;194;loan_5048;100.0%;5048
Security Dynamics;2 meses;C2;32,92% a.a.;R$102.000;194;loan_5210;100.0%;5210
POLYCOR;24 meses;B5;23,73% a.a.;R$88.000;194;loan_4953;100.0%;4953
Light and Joy;24 meses;C1;30,15% a.a.;R$68.000;194;loan_3361;100.0%;3361
Lumière Idiomas e Traduções;24 meses;C1;30,15% a.a.;R$54.000;194;loan_4981;100.0%;4981
CCAPS Translation & Localization;18 meses;B6;24,46% a.a.;R$152.000;194;loan_4523;100.0%;4523
EMBALE EMBALAGENS E PAPELARIA;24 meses;B6;24,46% a.a.;R$146.000;194;loan_4568;100.0%;4568
Raro Propaganda & Marketing;24 meses;B5;23,73% a.a.;R$54.000;194;loan_4735;100.0%;4735
MON PETIT BERCARIO E EDUCACAO INFANTIL;24 meses;B3;19,56% a.a.;R$298.000;125;loan_60394;100.0%;60394
Gadel ;24 meses;B3;22,42% a.a.;R$218.000;194;loan_2813;100.0%;2813
MON PETIT BERCARIO E EDUCACAO INFANTIL;24 meses;B3;21,99% a.a.;R$376.000;182;loan_30152;100.0%;30152
DIAS & PROENCA RESTAURANTES E EVENTOS;24 meses;B3;22,42% a.a.;R$220.000;195;loan_3253;100.0%;3253
Ideal Forros e Divisórias;24 meses;C1;30,15% a.a.;R$82.000;195;loan_3284;100.0%;3284
Master Piece Soluções em TI;24 meses;C3;35,91% a.a.;R$82.000;195;loan_3902;100.0%;3902
Motel Gaivotas;18 meses;C3;35,91% a.a.;R$48.000;195;loan_2650;100.0%;2650
SUM LAW;18 meses;B6;24,46% a.a.;R$110.000;195;loan_4130;100.0%;4130
Tip Top Mega Store;24 meses;B2;21,70% a.a.;R$222.000;195;loan_3822;100.0%;3822
Joy Eventos;24 meses;B5;23,73% a.a.;R$214.000;195;loan_3894;100.0%;3894
Loctemp Alojamentos;18 meses;C2;32,92% a.a.;R$112.000;195;loan_2041;100.0%;2041
Sertec Brasil - Tubos e Conexões;24 meses;B2;21,70% a.a.;R$166.000;195;loan_3502;100.0%;3502
MON PETIT BERCARIO E EDUCACAO INFANTIL;24 meses;B4;23,00% a.a.;R$150.000;195;loan_4495;100.0%;4495
Proinox Sistemas Sanitários;24 meses;C1;25,34% a.a.;R$124.000;196;loan_3066;100.0%;3066
Maravilha dos Calçados Infantis;12 meses;C3;26,82% a.a.;R$42.000;196;loan_2457;100.0%;2457
PERALLIS IT INNOVATION;18 meses;C1;25,34% a.a.;R$76.000;196;loan_2722;100.0%;2722
RPA Auto Peças;12 meses;B2;21,70% a.a.;R$106.000;196;loan_1989;100.0%;1989
Ressonare Tecnologias Ambientais e Automação;24 meses;B6;24,46% a.a.;R$180.000;196;loan_1635;100.0%;1635
GARDANA JEANS;24 meses;B4;23,43% a.a.;R$160.000;196;loan_1418;100.0%;1418
LAV CLEAN;24 meses;C3;26,82% a.a.;R$88.000;196;loan_584;100.0%;584
Café do Ponto - São Bernardo Plaza Shopping;12 meses;C3;26,82% a.a.;R$42.000;196;loan_1609;100.0%;1609
Avaliativa Gestão de Informações Educacionais;9 meses;B4;23,43% a.a.;R$56.000;196;loan_1683;100.0%;1683
POLO;18 meses;C2;26,08% a.a.;R$48.000;197;loan_1318;100.0%;1318
BONNET BARRETOS;18 meses;B4;23,43% a.a.;R$116.000;197;loan_1359;100.0%;1359
Usual Etiquetas;24 meses;B5;24,02% a.a.;R$154.000;197;loan_899;100.0%;899
RIG PRODUÇÕES;24 meses;B3;22,85% a.a.;R$84.000;197;loan_986;100.0%;986
CADS CONSULTORIA;24 meses;B3;22,85% a.a.;R$110.000;197;loan_870;100.0%;870
TALLER NEGÓCIOS DIGITAIS;24 meses;B5;24,02% a.a.;R$54.000;197;loan_716;100.0%;716
VoxAge Teleinformática;24 meses;B3;22,85% a.a.;R$84.000;197;loan_590;100.0%;590
Light and Joy;24 meses;B3;22,85% a.a.;R$60.000;197;loan_382;100.0%;382
Provento - Soluções para Congressos e Feiras;24 meses;B3;22,85% a.a.;R$74.000;197;loan_561;100.0%;561
Hotel do Ildo;12 meses;C2;26,08% a.a.;R$96.000;197;loan_507;100.0%;507
Tubolit Adesivos e Revestimentos;24 meses;B4;23,43% a.a.;R$124.000;198;loan_56;100.0%;56
lojabrazil.com.br;24 meses;B4;23,43% a.a.;R$122.000;198;loan_526;100.0%;526
ARENA FACTUS CONTABILIDADE EIRELI - ME;24 meses;B1;19,84% a.a.;R$98.000;198;loan_481;100.0%;481
Sertec Brasil - Tubos e Conexões;9 meses;B2;20,41% a.a.;R$72.000;198;loan_492;100.0%;492
Fit4 Fitness - Equipamentos de Ginástica;24 meses;B4;21,56% a.a.;R$142.000;198;loan_524;100.0%;524
ATIVA -;12 meses;C3;25,49% a.a.;R$84.000;198;loan_413;100.0%;413
Imagens Brasil;24 meses;B5;22,28% a.a.;R$110.000;198;loan_236;100.0%;236
MAKE IT SIMPLE;24 meses;B4;21,56% a.a.;R$164.000;198;loan_411;100.0%;411
Conteúdo Urbano;24 meses;B5;22,28% a.a.;R$86.000;198;loan_233;100.0%;233
MON PETIT BERCARIO E EDUCACAO INFANTIL;24 meses;B3;20,98% a.a.;R$147.500;198;loan_79;100.0%;79
BBSI Informática;24 meses;B4;21,56% a.a.;R$55.000;199;loan_148;100.0%;148
PONTA ILUMINACAO;24 meses;A3;19,14% a.a.;R$149.000;199;loan_143;100.0%;143
